Heating,Lighting,Cooling,Plug,Ventilation,Other,Consumption,Location,Number of Room,Occupants,Temperature,Humidity,Precipitation,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Dayindex
13.0,3.8125,8.75,5.0625,7.5,101.375,139.5,0,0.0,0.0,12.7,66.61,0.0,50.0,30.0,0.0,0.0,0.0,0.679
13.5,2.9375,9.0625,6.0,7.625,99.375,138.5,0,0.0,0.0,12.3,67.96,0.0,93.6,21.7,0.0,0.0,0.0,0.669
13.75,3.375,8.75,5.9375,7.5,100.9375,140.25,0,0.0,0.0,11.5,68.82,0.0,86.4,24.0,0.0,0.0,0.0,0.669
13.75,3.375,8.9375,5.5,7.625,98.5625,137.75,0,0.0,0.0,11.1,72.55,0.0,89.1,18.0,0.0,0.0,0.0,0.669
13.75,4.75,9.25,3.9375,7.0,100.0625,138.75,0,0.0,0.0,11.1,73.67,0.0,98.9,17.2,0.0,0.0,0.0,0.669
13.5,3.0,8.3125,6.3125,7.375,101.0,139.5,0,0.0,0.0,11.0,73.18,0.0,93.8,16.3,0.0,0.0,0.0,0.669
17.0,5.125,9.875,4.0625,31.375,112.0625,179.5,0,0.0,0.0,10.8,72.4,0.0,92.1,16.0,0.0,0.0,0.0,0.669
26.25,9.4375,9.8125,6.6875,66.0,120.0625,238.25,0,0.0,0.0,10.5,73.18,0.0,93.4,16.2,0.0,0.0,0.0,0.669
20.75,9.5,9.125,6.6875,70.875,138.3125,255.25,G-1C004,1.0,14.0,9.9,75.3,0.0,83.0,16.5,32.0,0.1,0.0,0.669
25.0,17.9375,43.6875,15.0,78.375,141.5,321.5,"G-1C004, G-2B009, G-2A004, G-2A005, G-3A007-Hydrobiologie, G-3B005a-Canal à surface libre, G-1D003-Salle du Conseil, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-1C003, G-2C002, G-4D006, G-2B002, G-1C002-Amphi Coulomb, G-2C001, G-2B013",16.0,556.0,11.4,77.47,3.588,53.1,14.8,207.0,0.7,2.0,0.669
18.0,23.0,12.75,20.8125,81.125,140.8125,296.5,"G-1C004, G-2B009, G-2A004, G-2A005, G-3A007-Hydrobiologie, G-3B005a-Canal à surface libre, G-1D003-Salle du Conseil, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-1C003, G-2C002, G-4D006, G-2B002, G-1C002-Amphi Coulomb, G-2C001, G-2B013",16.0,556.0,13.8,69.59,0.0,90.0,15.7,355.0,1.3,4.0,0.669
15.25,32.6875,31.9375,22.0,86.0,133.875,321.75,"G-1C004, G-2A004, G-2A005, G-3A007-Hydrobiologie, G-3B005a-Canal à surface libre, G-1D003-Salle du Conseil, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-2A003, G-2B010, G-2B012, G-2C001, G-4A020-info-mhi, G-3D003-info, G-2C005-info, G-2C004, G-2C002, G-1C002-Amphi Coulomb, G-2B013, G-1C003, G-4D008, G-2C007, G-3B001-info",23.0,782.0,16.4,56.7,0.0,37.1,15.8,613.0,2.2,6.0,0.669
7.75,33.0625,12.25,23.3125,86.25,132.625,295.25,"G-2A004, G-2A005, G-3A007-Hydrobiologie, G-3B005a-Canal à surface libre, G-1D003-Salle du Conseil, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-2A003, G-2B010, G-2B012, G-2C001, G-4A020-info-mhi, G-3D003-info, G-2C005-info, G-2C004, G-2C002, G-1C002-Amphi Coulomb, G-2B013, G-1C003, G-4D008, G-2C007, G-3B001-info",22.0,768.0,18.3,53.65,0.0,82.9,17.0,612.0,2.2,6.0,0.669
13.5,37.375,30.9375,23.25,89.625,146.3125,341.0,"G-2A004, G-2A005, G-1C004, G-1D003-Salle du Conseil, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3",7.0,202.0,19.1,52.67,0.0,85.0,17.0,605.0,2.2,6.0,0.669
16.75,36.4375,14.875,18.0,90.625,156.0625,332.75,"G-2A004, G-2A005, G-1C004, G-1D003-Salle du Conseil, G-0D006-Salle des forums, G-2A003, G-4D006, G-1C002-Amphi Coulomb, G-3D002-GICS, G-1B012-info-vie étudiante, G-4A020-info-mhi, G-2C001, G-2C002, G-2B009, G-0B007-Amphi Bergès, G-2C008, G-2C007, G-2B010, G-3B001-info, G-1A002-Amphi Ampère, G-2C003, G-2C004, G-2C006, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-4D003, G-2A006, G-2B013, G-4D008, G-2B002, G-2B012, G-3A012-Vibration poutre, G-3A012-Vibration portique",33.0,1664.0,20.5,46.53,0.0,55.6,17.3,526.0,1.9,5.0,0.669
16.0,37.5625,27.1875,20.0625,90.25,129.9375,321.0,"G-2A004, G-2A005, G-1D003-Salle du Conseil, G-0D006-Salle des forums, G-2A003, G-4D006, G-1C002-Amphi Coulomb, G-3D002-GICS, G-1B012-info-vie étudiante, G-4A020-info-mhi, G-2C001, G-2C002, G-2B009, G-0B007-Amphi Bergès, G-2C008, G-2C007, G-2B010, G-3B001-info, G-1A002-Amphi Ampère, G-2C003, G-2C004, G-2C006, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-4D003, G-2A006, G-2B013, G-4D008, G-2B002, G-2B012, G-3A012-Vibration poutre, G-3A012-Vibration portique, G-1C003, G-1C004",34.0,1674.0,20.9,40.33,0.0,51.9,17.7,689.0,2.5,7.0,0.669
10.0,33.1875,18.75,22.375,85.25,110.4375,280.0,"G-2A004, G-2A005, G-1D003-Salle du Conseil, G-0D006-Salle des forums, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-0B007-Amphi Bergès, G-3D002-GICS, G-1C002-Amphi Coulomb, G-3A012-Vibration poutre, G-3A012-Vibration portique, G-2C001, G-2C002, G-2B002, G-2B009, G-1B012-info-vie étudiante, G-4A020-info-mhi, G-2C006, G-2C004, G-2C003, G-1A002-Amphi Ampère, G-2A003, G-3B001-info, G-2B010, G-2C007, G-2C008",26.0,1392.0,21.6,40.91,0.0,51.0,30.0,309.0,1.1,3.0,0.669
7.5,33.0625,27.5625,20.375,82.0,107.5,278.0,"G-2A004, G-2A005, G-1D003-Salle du Conseil, G-0D006-Salle des forums, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-0B007-Amphi Bergès, G-3D002-GICS, G-1C002-Amphi Coulomb, G-3A012-Vibration poutre, G-3A012-Vibration portique, G-2C001, G-2C002, G-2B002, G-2B009, G-1B012-info-vie étudiante, G-4A020-info-mhi, G-2C006, G-2C004, G-2C003, G-1A002-Amphi Ampère, G-2A003, G-3B001-info, G-2B010, G-2C007, G-2C008, G-2A006, G-1C004",28.0,1486.0,20.5,45.26,0.0,58.6,23.0,220.0,0.8,2.0,0.669
7.25,34.1875,21.5,19.25,78.5,108.5625,269.25,"G-2A004, G-2A005, G-1D003-Salle du Conseil, G-0D006-Salle des forums, G-0B007-Amphi Bergès, G-2A006",6.0,428.0,19.5,47.14,0.0,91.2,26.1,120.0,0.4,1.0,0.669
7.25,29.0,17.8125,13.4375,73.25,115.5,256.25,"G-2A004, G-2A005, G-0D006-Salle des forums, G-1C002-Amphi Coulomb, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A003",8.0,478.0,16.5,63.29,0.02,89.4,24.9,26.0,0.1,0.0,0.669
7.5,24.4375,29.375,11.5625,70.25,109.875,253.0,"G-2A004, G-2A005, G-0D006-Salle des forums, G-1C002-Amphi Coulomb, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A003",8.0,478.0,15.1,72.54,0.181,91.1,25.4,76.0,0.3,1.0,0.669
7.75,16.25,8.1875,9.6875,63.75,101.625,207.25,0,0.0,0.0,14.1,71.69,0.0,99.3,29.0,21.0,0.1,0.0,0.669
7.0,10.875,10.0,7.875,56.875,97.875,190.5,0,0.0,0.0,13.5,76.58,0.175,98.3,29.3,7.0,0.0,0.0,0.669
7.25,7.3125,8.3125,5.6875,34.875,99.8125,163.25,0,0.0,0.0,13.5,79.99,0.0,93.4,21.9,0.0,0.0,0.0,0.669
88.75,4.75,8.625,7.0625,7.625,95.9375,212.75,0,0.0,0.0,13.3,78.09,0.0,97.4,26.4,0.0,0.0,0.0,0.669
13.25,3.375,9.875,4.0625,7.25,99.4375,137.25,0,0.0,0.0,13.2,78.49,0.0,83.1,25.1,0.0,0.0,0.0,0.684
14.0,3.875,8.3125,5.125,7.0,100.6875,139.0,0,0.0,0.0,12.9,78.94,0.0,85.0,25.2,0.0,0.0,0.0,0.684
12.25,4.3125,9.25,6.0,7.5,96.9375,136.25,0,0.0,0.0,12.3,82.25,0.0,100.0,23.5,0.0,0.0,0.0,0.684
13.75,3.25,8.8125,5.3125,7.25,100.375,138.75,0,0.0,0.0,12.0,80.78,0.0,97.1,23.4,0.0,0.0,0.0,0.684
14.0,3.3125,8.125,4.875,7.625,100.0625,138.0,0,0.0,0.0,11.5,82.87,0.0,87.6,19.4,0.0,0.0,0.0,0.684
15.5,4.9375,8.4375,5.3125,31.875,109.4375,175.5,0,0.0,0.0,11.6,85.38,0.0,93.1,17.6,0.0,0.0,0.0,0.684
27.5,9.5625,10.5,7.3125,67.5,115.125,237.5,0,0.0,0.0,11.5,81.63,0.0,85.0,18.2,0.0,0.0,0.0,0.684
22.25,10.1875,9.1875,6.5,73.375,129.25,250.75,0,0.0,0.0,11.2,83.01,0.0,90.0,12.1,30.0,0.1,0.0,0.684
17.5,19.3125,43.875,13.5,79.625,132.1875,306.0,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-3B001-info, G-2B001-info, G-2C005-info, G-3A014-info, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-2B009, G-4A020-info-mhi, G-2A005, G-2A004, G-4D008, G-4D003, G-2C007, G-2C003, G-2C001, G-2B012, G-2B013, G-2C002, G-2C004, G-2C008, G-4D006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-0B015-FABLAB Ense3, G-4D010-Projet, G-4D001-Projet, G-4D007-Projet, G-4D009-Projet, G-4D005-Projet, G-1C003, G-1C004, G-3A007-Hydrobiologie, G-3A007-Qualité eau",43.0,1252.0,11.8,88.47,0.0,10.0,18.5,179.0,0.6,2.0,0.684
16.0,30.375,14.8125,20.8125,85.625,149.375,317.0,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-2B001-info, G-2C005-info, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-2B009, G-4A020-info-mhi, G-2A005, G-2A004, G-4D008, G-4D003, G-2C007, G-2C003, G-2C001, G-2B012, G-2B013, G-2C002, G-2C004, G-2C008, G-4D006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-0B015-FABLAB Ense3, G-4D010-Projet, G-4D001-Projet, G-4D007-Projet, G-4D009-Projet, G-4D005-Projet, G-1C003, G-1C004, G-3A007-Hydrobiologie, G-3A007-Qualité eau, G-1D003-Salle du Conseil, G-3B001-info, G-3A014-info",44.0,1292.0,13.7,80.24,0.0,10.0,16.2,360.0,1.3,4.0,0.684
17.0,39.75,29.875,25.0,90.25,158.125,360.0,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-2B001-info, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4A020-info-mhi, G-4D008, G-4D003, G-2C007, G-2C003, G-2C001, G-2B012, G-2B013, G-2C002, G-2C004, G-2C008, G-4D006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-0B015-FABLAB Ense3, G-4D010-Projet, G-4D001-Projet, G-1C004, G-3A007-Hydrobiologie, G-3A007-Qualité eau, G-1D003-Salle du Conseil, G-3B005a-Canal à surface libre, G-2A005, G-2B009, G-3D003-info, G-2C005-info, G-2C006, G-2A004, G-2B010, G-1C003, G-1D006, G-4D007-Projet, G-4D009-Projet, G-4D005-Projet",47.0,1444.0,16.5,63.61,0.0,10.0,16.7,524.0,1.9,5.0,0.684
14.25,42.25,19.6875,28.6875,92.625,138.25,335.75,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-2B001-info, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D008, G-4D003, G-2C007, G-2C003, G-2C001, G-2B012, G-2B013, G-2C002, G-2C004, G-2C008, G-4D006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-0B015-FABLAB Ense3, G-4D010-Projet, G-4D001-Projet, G-1C004, G-3A007-Hydrobiologie, G-3A007-Qualité eau, G-1D003-Salle du Conseil, G-3B005a-Canal à surface libre, G-2A005, G-2B009, G-3D003-info, G-2C005-info, G-2C006, G-2A004, G-2B010, G-1C003, G-4D007-Projet, G-4D009-Projet, G-4D005-Projet, G-3A014-info, G-3B001-info",47.0,1452.0,18.5,57.24,0.0,10.0,23.0,317.0,1.1,3.0,0.684
19.75,42.5625,23.25,27.5,92.75,160.4375,366.25,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D008, G-4D003, G-2C007, G-2C003, G-2C001, G-2B012, G-2B013, G-2C002, G-2C004, G-2C008, G-4D006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-0B015-FABLAB Ense3, G-4D010-Projet, G-4D001-Projet, G-1C004, G-3A007-Hydrobiologie, G-3A007-Qualité eau",31.0,978.0,19.9,54.33,0.0,10.0,16.4,345.0,1.2,3.0,0.684
25.75,38.1875,22.6875,23.9375,91.375,159.3125,361.25,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D008, G-4D003, G-2C007, G-2C003, G-2C001, G-2B012, G-2B013, G-2C002, G-2C004, G-2C008, G-4D006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-0B015-FABLAB Ense3, G-4D010-Projet, G-4D001-Projet, G-1C004, G-3A007-Hydrobiologie, G-3A007-Qualité eau, G-2B009, G-2A004, G-3B001-info, G-2B001-info, G-2A007-info, G-4A020-info-mhi, G-2C006, G-2A005, G-1B008-Projet-Vie étudiante, G-4D005-Projet",41.0,1294.0,20.8,48.78,0.0,25.9,19.7,357.0,1.3,4.0,0.684
17.75,45.875,24.125,24.6875,88.875,127.9375,329.25,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D008, G-4D003, G-2C007, G-2C003, G-2C001, G-2B012, G-2B013, G-2C002, G-2C004, G-2C008, G-4D006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-0B015-FABLAB Ense3, G-4D010-Projet, G-4D001-Projet, G-1C004, G-3A007-Hydrobiologie, G-3A007-Qualité eau, G-2B009, G-2A004, G-3B001-info, G-2B001-info, G-2A007-info, G-4A020-info-mhi, G-2C006, G-2A005, G-1B008-Projet-Vie étudiante, G-4D005-Projet",41.0,1294.0,22.0,44.56,0.0,86.5,21.0,144.0,0.5,1.0,0.684
12.75,44.0625,25.0625,25.3125,82.0,116.0625,305.25,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D008, G-4D003, G-2C007, G-2C003, G-2C001, G-2B012, G-2B013, G-2C002, G-2C004, G-2C008, G-4D006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-0B015-FABLAB Ense3, G-4D010-Projet, G-4D001-Projet, G-1C004, G-3A007-Hydrobiologie, G-3A007-Qualité eau, G-1D006, G-4A020-info-mhi, G-3B001-info, G-2A007-info, G-3D003-info, G-2B001-info",37.0,1082.0,22.3,41.31,0.0,88.1,34.2,213.0,0.8,2.0,0.684
10.75,41.6875,18.0,22.5625,79.25,127.5,299.75,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D008, G-4D003, G-2C007, G-2C003, G-2C001, G-2B012, G-2B013, G-2C002, G-2C004, G-2C008, G-4D006, G-4D011-FABLAB Ense3, G-4D013-FABLAB Ense3, G-0B015-FABLAB Ense3, G-4D010-Projet, G-4D001-Projet, G-1C004, G-3A007-Hydrobiologie, G-3A007-Qualité eau, G-4A020-info-mhi, G-3B001-info, G-2A007-info, G-3D003-info, G-2B001-info, G-4D009-Projet, G-4D005-Projet",38.0,1096.0,21.8,46.4,0.0,88.3,23.6,281.0,1.0,3.0,0.684
11.5,39.5,28.6875,21.1875,75.875,118.75,295.5,"G-1B016-Projet-Vie étudiante, G-3A012-Enveloppe épaisse, G-3A012-Flambement, G-3A012-Flexion 1&2, G-3A012-Plaque trouée, G-3A012-Presse Instron, G-3A012-Torsion, G-3A012-Vibration portique, G-3A012-Vibration poutre, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D009-Projet, G-4D005-Projet",14.0,448.0,22.1,43.98,0.0,85.0,19.7,860.0,3.1,9.0,0.684
11.0,38.6875,12.5625,15.8125,74.625,113.8125,266.5,"G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A004",7.0,405.0,20.2,49.36,0.013,99.0,23.0,21.0,0.1,0.0,0.684
11.25,25.25,33.875,30.75,69.75,98.375,269.25,"G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A004",4.0,119.0,17.4,55.82,0.0,97.5,17.6,42.0,0.2,0.0,0.684
11.25,15.1875,8.75,9.6875,62.875,108.5,216.25,0,0.0,0.0,14.7,66.27,0.0,91.3,35.0,7.0,0.0,0.0,0.684
10.5,11.0625,17.3125,7.4375,56.75,94.4375,197.5,0,0.0,0.0,14.1,69.78,0.35,95.4,28.6,5.0,0.0,0.0,0.684
10.5,8.3125,20.0,6.875,35.125,106.6875,187.5,0,0.0,0.0,13.9,78.39,0.721,99.3,27.0,0.0,0.0,0.0,0.684
11.25,3.9375,10.5625,5.875,7.5,100.125,139.25,0,0.0,0.0,13.6,80.91,0.0,100.0,19.5,0.0,0.0,0.0,0.684
11.25,3.8125,14.375,6.5,7.125,99.6875,142.75,0,0.0,0.0,13.4,85.2,0.031,100.0,18.0,0.0,0.0,0.0,0.635
11.0,4.1875,28.0625,4.25,7.5,102.0,157.0,0,0.0,0.0,13.0,87.85,0.22,100.0,16.3,0.0,0.0,0.0,0.635
38.5,3.875,10.25,4.0,7.125,101.25,165.0,0,0.0,0.0,12.9,85.66,0.0,92.8,14.0,0.0,0.0,0.0,0.635
12.5,3.9375,11.1875,5.0625,7.625,100.1875,140.5,0,0.0,0.0,12.8,86.61,0.226,100.0,12.5,0.0,0.0,0.0,0.635
12.5,3.875,32.75,4.875,6.875,103.125,164.0,0,0.0,0.0,12.6,87.58,0.043,99.0,11.0,0.0,0.0,0.0,0.635
14.75,6.375,11.4375,5.6875,32.875,110.625,181.75,0,0.0,0.0,12.6,86.94,0.0,96.1,12.3,0.0,0.0,0.0,0.635
25.25,10.6875,17.75,7.3125,66.125,113.625,240.75,0,0.0,0.0,12.4,90.57,1.827,100.0,6.7,0.0,0.0,0.0,0.635
40.0,11.625,24.5,7.0,71.375,128.5,283.0,0,0.0,0.0,12.4,91.63,1.915,100.0,6.0,9.0,0.0,0.0,0.635
21.5,24.0625,10.4375,12.6875,75.375,136.9375,281.0,"G-2B001-info, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D007-Projet, G-1B012-info-vie étudiante, G-3B007, G-3B008-Mécanique & Technologie 1, G-3D003-info, G-3D006-Construction électrique, G-4D006, G-3B001-info, G-2C005-info, G-4C012-info-picore, G-4D010-Projet, G-3D005-ISEE-Informatique, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-2C007, G-2B013, G-2C002, G-2C001, G-1C002-Amphi Coulomb, G-2A003, G-3C007-EPTE 2, G-2A007-info, G-3A014-info, G-4D001-Projet, G-4A013-Habitat Intelligent, G-4A020-info-mhi",30.0,1024.0,12.2,89.45,6.103,96.1,6.2,16.0,0.1,0.0,0.635
20.5,44.5625,24.5625,23.75,85.125,146.5,345.0,"G-2B001-info, G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D007-Projet, G-1B012-info-vie étudiante, G-3B007, G-3B008-Mécanique & Technologie 1, G-3D003-info, G-3D006-Construction électrique, G-4D006, G-3B001-info, G-2C005-info, G-4C012-info-picore, G-4D010-Projet, G-3D005-ISEE-Informatique, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-2C007, G-2B013, G-2C002, G-2C001, G-1C002-Amphi Coulomb, G-2A003, G-3C007-EPTE 2, G-2A007-info, G-3A014-info, G-4D001-Projet, G-4A013-Habitat Intelligent, G-4A020-info-mhi",30.0,1024.0,12.4,87.48,1.943,100.0,8.6,32.0,0.1,0.0,0.635
18.5,59.375,11.0,27.8125,90.625,152.6875,360.0,"G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D007-Projet, G-4D010-Projet, G-3D005-ISEE-Informatique, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-4D001-Projet, G-1A002-Amphi Ampère, G-1C004, G-2B001-info, G-4C012-info-picore, G-2C003, G-3A014-info, G-3B007, G-3B008-Mécanique & Technologie 1, G-1B012-info-vie étudiante, G-3D003-info, G-3D006-Construction électrique, G-2C005-info, G-3B001-info, G-2C004, G-2A003, G-2B010, G-2B013, G-3C007-EPTE 2, G-2C007, G-2C001, G-2A007-info, G-4A013-Habitat Intelligent, G-4A020-info-mhi",32.0,1120.0,12.6,85.12,1.818,99.3,11.0,44.0,0.2,0.0,0.635
13.5,59.625,20.5625,29.5625,95.625,146.625,365.5,"G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D007-Projet, G-4D010-Projet, G-3D005-ISEE-Informatique, G-3D001-AIDA-Zone 1, G-3D001-AIDA-Zone 2, G-4D001-Projet, G-1A002-Amphi Ampère, G-1C004, G-2B001-info, G-4C012-info-picore, G-2C003, G-3A014-info, G-3B007, G-3B008-Mécanique & Technologie 1, G-1B012-info-vie étudiante, G-3D003-info, G-3D006-Construction électrique, G-2C005-info, G-3B001-info, G-2C004, G-2A003, G-2B010, G-2B013, G-3C007-EPTE 2, G-2C007, G-2C001, G-2A007-info, G-4A013-Habitat Intelligent, G-4A020-info-mhi",32.0,1120.0,12.2,87.24,2.626,98.3,11.3,123.0,0.4,1.0,0.635
16.75,58.5625,31.75,26.5,94.0,162.6875,390.25,"G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D001-Projet, G-0B018-Agora",5.0,519.0,12.7,83.82,0.9,94.9,15.0,114.0,0.4,1.0,0.635
48.5,50.5625,42.5625,20.8125,89.5,169.5625,421.5,"G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D001-Projet, G-1C002-Amphi Coulomb, G-4A020-info-mhi, G-1A002-Amphi Ampère, G-3C007-EPTE 2, G-3B005a-Coup de bélier, G-2A005, G-2B001-info, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C007",15.0,805.0,13.6,76.15,0.181,90.1,21.1,93.0,0.3,1.0,0.635
15.5,53.5,50.75,21.25,80.75,143.25,365.0,"G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D001-Projet, G-1C002-Amphi Coulomb, G-4A020-info-mhi, G-1A002-Amphi Ampère, G-3C007-EPTE 2, G-3B005a-Coup de bélier, G-2A005, G-2B001-info, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C007, G-2A003, G-2C008, G-2C005-info, G-1C003, G-4D003, G-4D006, G-1C004",22.0,1033.0,13.7,70.15,0.0,94.9,14.4,93.0,0.3,1.0,0.635
10.75,49.8125,42.875,22.75,73.75,110.3125,310.25,"G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D001-Projet, G-1C002-Amphi Coulomb, G-4A020-info-mhi, G-3B005a-Coup de bélier, G-2A005, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C007, G-2A003, G-2C008, G-2C005-info, G-1C003, G-4D003, G-4D006, G-1C004, G-2B001-info, G-1A002-Amphi Ampère, G-3C007-EPTE 2",22.0,1033.0,13.4,77.04,0.0,95.3,27.2,141.0,0.5,1.0,0.635
8.5,46.125,60.25,21.875,77.625,129.125,343.5,"G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-4D001-Projet, G-1C002-Amphi Coulomb, G-4A020-info-mhi, G-3B005a-Coup de bélier, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2C007, G-4D003, G-4D006, G-2B001-info, G-1A002-Amphi Ampère, G-3C007-EPTE 2, G-4D008, G-2A003, G-2C005-info",19.0,980.0,13.5,73.64,0.35,91.9,26.2,172.0,0.6,2.0,0.635
8.75,42.5625,42.5,20.5625,77.75,113.125,305.25,"G-0B007-Amphi Bergès, G-2B002, G-0D006-Salle des forums, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-4D003, G-4D006, G-4D008, G-2A003, G-2C005-info",11.0,580.0,14.3,73.64,0.0,96.5,28.5,264.0,1.0,3.0,0.635
9.0,32.3125,39.25,14.875,73.0,115.0625,283.5,"G-4D008, G-2B012",2.0,72.0,13.6,73.98,0.0,91.3,22.6,109.0,0.4,1.0,0.635
8.5,23.4375,47.6875,13.0,69.125,109.25,271.0,G-2B012,1.0,36.0,13.3,81.25,0.0,87.6,24.4,33.0,0.1,0.0,0.635
9.0,14.0,10.125,8.375,61.125,103.875,206.5,0,0.0,0.0,13.0,76.43,0.0,91.7,31.8,14.0,0.1,0.0,0.635
