Heating,Lighting,Cooling,Plug,Ventilation,Other,Consumption,Location,Number of Room,Occupants,Temperature,Humidity,Precipitation,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Dayindex
6.75,31.0625,54.5,28.3125,128.75,110.375,359.75,"G-2B012, G-4C012-info-picore, G-3D003-info, G-2B002, G-2B001-info, G-2C005-info, G-3B001-info, G-3B007-Démontage boîte de vitesse, G-5D003-Electronique & instrumentation associée, G-4D008, G-2C006, G-1C002-Amphi Coulomb, G-2A007-info, G-3A014-info, G-3D002-GICS",15.0,554.0,27.8,47.69,0.0,40.0,17.2,537.0,1.9,5.0,0.566
6.5,28.3125,354.6875,23.5625,98.375,0.0,511.4375,"G-2C006, G-3D002-GICS, G-5D003-Electronique & instrumentation associée, G-4D008, G-2A007-info, G-3A014-info, G-2B002, G-2B001-info, G-2B012, G-2C005-info, G-4C012-info-picore, G-3D003-info, G-3B001-info, G-3B007-Démontage boîte de vitesse",14.0,404.0,28.2,47.49,0.0,40.0,16.2,513.0,1.8,5.0,0.566
6.25,28.625,314.5625,22.8125,81.875,0.0,454.125,"G-5D003-Electronique & instrumentation associée, G-4D008, G-2A007-info, G-3A014-info, G-2B002, G-2B001-info, G-2B012, G-2C005-info, G-4C012-info-picore, G-3D003-info, G-3B001-info, G-3B007-Démontage boîte de vitesse, G-1C002-Amphi Coulomb, G-3D002-GICS",14.0,474.0,27.9,43.84,0.0,88.2,17.5,263.0,0.9,3.0,0.566
6.75,26.75,307.625,20.4375,32.25,0.0,393.8125,"G-1C002-Amphi Coulomb, G-3D002-GICS",2.0,204.0,27.7,48.46,0.0,98.2,19.7,580.0,2.1,6.0,0.566
6.0,25.25,262.125,24.125,78.875,0.0,396.375,0,0.0,0.0,26.4,47.6,0.0,90.0,16.7,166.0,0.6,2.0,0.566
6.25,18.25,235.6875,16.625,90.625,0.0,367.4375,0,0.0,0.0,25.5,49.92,0.0,95.7,16.5,169.0,0.6,2.0,0.566
6.0,12.0,195.0,14.875,31.375,0.0,259.25,0,0.0,0.0,24.6,53.82,0.0,88.6,13.5,65.0,0.2,1.0,0.566
6.0,8.3125,172.875,13.125,47.5,0.0,247.8125,0,0.0,0.0,20.5,66.79,0.0,97.8,20.8,29.0,0.1,0.0,0.566
6.5,8.8125,34.6875,12.625,47.75,61.125,171.5,0,0.0,0.0,21.6,69.68,0.018,96.1,13.9,0.0,0.0,0.0,0.566
6.0,6.0625,23.3125,10.5625,56.25,29.8125,132.0,0,0.0,0.0,21.0,70.53,0.058,100.0,9.8,0.0,0.0,0.0,0.566
6.25,6.625,30.0,10.5,33.5,56.875,143.75,0,0.0,0.0,19.9,75.27,0.218,96.1,5.9,0.0,0.0,0.0,0.402
6.0,5.75,23.1875,10.125,18.625,65.8125,129.5,0,0.0,0.0,18.8,74.21,0.336,96.1,13.6,0.0,0.0,0.0,0.402
6.5,6.125,20.4375,11.875,4.75,78.8125,128.5,0,0.0,0.0,18.1,78.85,0.307,96.1,5.5,0.0,0.0,0.0,0.402
5.75,6.125,22.9375,10.125,8.625,81.1875,134.75,0,0.0,0.0,15.8,95.64,0.607,92.7,7.5,0.0,0.0,0.0,0.402
6.25,6.0,22.8125,13.75,6.5,79.4375,134.75,0,0.0,0.0,15.5,99.77,0.781,92.8,7.7,0.0,0.0,0.0,0.402
6.25,6.5,17.8125,10.1875,6.5,81.5,128.75,0,0.0,0.0,16.0,96.48,5.321,97.6,10.2,0.0,0.0,0.0,0.402
6.0,5.625,18.5,11.625,7.75,81.0,130.5,0,0.0,0.0,15.3,100.0,6.328,91.0,12.5,28.4,0.1,0.0,0.402
6.25,6.0,30.4375,12.5,6.0,79.5625,140.75,0,0.0,0.0,15.1,95.9,3.536,99.2,15.5,7.0,0.0,0.0,0.402
6.0,5.5,18.3125,10.6875,6.0,80.5,127.0,0,0.0,0.0,15.1,96.22,0.137,85.1,26.3,57.0,0.2,1.0,0.402
6.25,5.5625,17.9375,10.0,6.375,80.125,126.25,0,0.0,0.0,16.2,89.95,0.0,51.8,33.0,349.0,1.3,3.0,0.402
6.0,6.75,19.8125,11.3125,5.25,83.875,133.0,0,0.0,0.0,19.0,81.82,0.0,54.8,15.3,709.0,2.6,7.0,0.402
6.25,6.25,29.8125,11.625,5.125,77.1875,136.25,0,0.0,0.0,19.2,77.76,0.0,55.6,17.0,828.0,3.0,8.0,0.402
6.0,6.6875,27.0,11.875,8.0,61.4375,121.0,0,0.0,0.0,20.4,71.42,0.0,99.0,21.2,719.0,2.6,7.0,0.402
6.0,5.9375,18.6875,12.6875,7.5,70.6875,121.5,0,0.0,0.0,22.2,64.67,0.0,84.8,23.4,674.0,2.4,7.0,0.402
6.25,5.875,18.9375,11.9375,7.375,74.875,125.25,0,0.0,0.0,22.8,54.66,0.0,87.6,17.7,880.0,3.2,9.0,0.402
6.25,4.875,19.8125,11.5625,5.5,82.25,130.25,0,0.0,0.0,23.9,51.67,0.0,88.7,24.3,1096.0,3.9,10.0,0.402
5.75,5.4375,36.5625,11.375,7.125,48.0,114.25,0,0.0,0.0,24.1,57.48,0.0,69.0,17.2,749.0,2.7,7.0,0.402
6.5,4.5625,24.5625,10.1875,6.25,63.4375,115.5,0,0.0,0.0,22.2,61.2,0.0,55.6,20.7,849.0,3.1,8.0,0.402
6.5,6.3125,23.875,13.75,6.625,80.4375,137.5,0,0.0,0.0,22.6,58.66,0.0,51.8,13.9,448.0,1.6,4.0,0.402
5.75,6.4375,25.1875,12.3125,4.625,74.9375,129.25,0,0.0,0.0,21.6,60.84,0.0,49.2,16.4,220.0,0.8,2.0,0.402
6.25,5.0625,21.9375,11.625,8.5,74.875,128.25,0,0.0,0.0,20.7,64.42,0.0,55.6,20.4,39.0,0.1,0.0,0.402
6.25,4.9375,22.6875,11.3125,6.0,90.5625,141.75,0,0.0,0.0,19.4,70.74,0.0,85.0,23.1,21.0,0.1,0.0,0.402
6.0,8.6875,25.3125,10.875,6.375,79.75,137.0,0,0.0,0.0,17.8,75.17,0.0,62.1,20.6,5.0,0.0,0.0,0.402
6.0,7.0,19.625,9.6875,4.5,80.6875,127.5,0,0.0,0.0,16.1,80.75,0.0,94.3,25.6,0.0,0.0,0.0,0.402
6.0,5.75,18.9375,11.1875,4.625,81.5,128.0,0,0.0,0.0,16.6,80.47,0.0,99.1,23.9,0.0,0.0,0.0,0.408
6.25,4.8125,19.6875,10.375,4.375,95.75,141.25,0,0.0,0.0,15.4,88.11,0.0,99.3,21.8,0.0,0.0,0.0,0.408
6.25,5.5625,28.3125,11.1875,13.0,64.9375,129.25,0,0.0,0.0,15.2,92.11,0.0,99.3,23.8,0.0,0.0,0.0,0.408
6.25,6.375,23.1875,11.0,5.5,74.4375,126.75,0,0.0,0.0,15.8,90.7,0.0,99.3,23.8,0.0,0.0,0.0,0.408
6.0,6.25,22.3125,10.9375,7.75,87.25,140.5,0,0.0,0.0,15.8,89.84,0.0,96.5,19.3,0.0,0.0,0.0,0.408
6.0,7.0,24.125,10.75,6.375,76.75,131.0,0,0.0,0.0,15.9,87.93,0.0,100.0,17.0,0.0,0.0,0.0,0.408
6.25,5.625,19.8125,10.8125,5.875,77.875,126.25,0,0.0,0.0,16.0,85.35,0.0,99.3,18.1,9.0,0.0,0.0,0.408
6.25,5.0625,19.1875,10.875,6.75,81.625,129.75,0,0.0,0.0,16.2,86.35,0.0,98.5,16.4,26.0,0.1,0.0,0.408
6.25,6.75,25.3125,14.625,5.625,84.6875,143.25,0,0.0,0.0,16.5,82.55,0.0,95.8,17.1,95.0,0.3,1.0,0.408
6.0,6.375,20.1875,14.1875,6.875,75.875,129.5,0,0.0,0.0,17.3,78.89,0.0,95.8,17.3,297.0,1.1,3.0,0.408
6.0,4.75,19.3125,20.0,6.375,74.0625,130.5,0,0.0,0.0,19.3,72.33,0.0,99.3,25.6,377.0,1.4,4.0,0.408
6.25,6.875,18.3125,23.0625,4.875,92.875,152.25,0,0.0,0.0,20.2,66.52,0.0,94.4,18.1,429.0,1.5,4.0,0.408
6.0,5.5,36.875,21.1875,8.0,58.9375,136.5,0,0.0,0.0,20.9,67.01,0.0,98.3,21.2,459.0,1.7,5.0,0.408
6.25,5.1875,20.6875,15.9375,5.125,68.5625,121.75,0,0.0,0.0,22.0,62.7,0.0,95.4,18.0,425.0,1.5,4.0,0.408
6.25,7.125,20.4375,18.5625,8.125,65.25,125.75,0,0.0,0.0,21.6,61.49,0.0,92.1,17.6,950.0,3.4,10.0,0.408
6.0,6.125,21.6875,18.6875,6.375,90.125,149.0,0,0.0,0.0,22.3,58.57,0.0,92.1,18.1,509.0,1.8,5.0,0.408
6.0,5.3125,26.9375,17.6875,6.125,68.9375,131.0,0,0.0,0.0,21.2,65.11,0.0,93.2,17.9,347.0,1.2,3.0,0.408
6.25,5.875,20.125,15.5,7.625,78.875,134.25,0,0.0,0.0,21.2,65.17,0.0,92.4,18.5,248.0,0.9,2.0,0.408
6.0,6.25,20.0625,17.0,5.75,83.4375,138.5,0,0.0,0.0,20.9,67.04,0.0,99.3,17.1,241.0,0.9,2.0,0.408
6.0,5.9375,29.1875,16.3125,6.375,85.6875,149.5,0,0.0,0.0,20.3,68.59,0.0,97.3,18.8,147.0,0.5,1.0,0.408
6.25,5.375,22.5625,14.125,7.25,77.6875,133.25,0,0.0,0.0,19.8,69.32,0.0,100.0,24.6,93.0,0.3,1.0,0.408
6.0,6.25,20.5625,14.25,5.625,75.8125,128.5,0,0.0,0.0,19.3,72.11,0.0,100.0,21.8,24.0,0.1,0.0,0.408
6.5,5.4375,19.0625,12.1875,6.75,90.5625,140.5,0,0.0,0.0,18.7,76.03,0.006,99.3,20.2,0.0,0.0,0.0,0.408
5.25,6.0625,22.5,10.25,6.125,86.0625,136.25,0,0.0,0.0,18.3,77.17,0.0,100.0,18.8,0.0,0.0,0.0,0.408
6.5,6.5,27.0625,11.0625,6.875,70.0,128.0,0,0.0,0.0,18.2,76.89,0.0,100.0,15.1,0.0,0.0,0.0,0.578
8.0,5.8125,23.3125,12.8125,4.75,77.8125,132.5,0,0.0,0.0,17.9,80.3,0.003,100.0,12.6,0.0,0.0,0.0,0.578
5.0,5.8125,22.5625,9.625,7.25,92.25,142.5,0,0.0,0.0,17.5,83.82,0.0,100.0,10.7,0.0,0.0,0.0,0.578
6.0,5.875,25.4375,11.5,9.375,70.8125,129.0,0,0.0,0.0,16.8,86.34,0.0,100.0,11.7,0.0,0.0,0.0,0.578
6.0,6.9375,23.6875,10.5,20.0,73.375,140.5,0,0.0,0.0,16.9,86.85,0.0,100.0,11.9,0.0,0.0,0.0,0.578
6.25,6.625,22.375,9.375,20.0,110.125,174.75,0,0.0,0.0,16.9,87.77,0.0,100.0,11.9,0.0,0.0,0.0,0.578
5.75,10.6875,22.8125,13.1875,20.875,135.4375,208.75,0,0.0,0.0,16.9,87.95,0.0,100.0,10.6,39.2,0.1,0.0,0.578
7.25,11.5,22.8125,12.25,65.75,115.1875,234.75,0,0.0,0.0,16.9,88.01,0.0,99.3,9.8,20.0,0.1,0.0,0.578
7.5,22.375,37.5625,18.5625,132.25,51.25,269.5,"G-3D003-info, G-2C005-info, G-2A007-info, G-2B001-info, G-3A014-info, G-2A006, G-1B009-Projet-Vie étudiante, G-1B012-info-vie étudiante, G-2B009, G-3B007, G-3B001-info, G-2B010, G-4C012-info-picore, G-4D003",14.0,452.0,17.2,87.05,0.0,99.3,10.8,35.0,0.1,0.0,0.578
7.25,34.5625,35.0625,30.4375,78.375,116.5625,302.25,"G-3D003-info, G-2C005-info, G-2A007-info, G-2B001-info, G-3A014-info, G-2A006, G-1B009-Projet-Vie étudiante, G-1B012-info-vie étudiante, G-2B009, G-3B007, G-3B001-info, G-2B010, G-4C012-info-picore, G-4D003, G-1B016-Projet-Vie étudiante",15.0,462.0,17.7,84.03,0.0,95.8,12.0,75.0,0.3,1.0,0.578
72.75,43.125,36.4375,32.875,77.0,120.5625,382.75,"G-2B009, G-1B016-Projet-Vie étudiante, G-2A003, G-2C005-info, G-2A007-info, G-2B001-info, G-3A014-info, G-2B010, G-3D003-info, G-1B009-Projet-Vie étudiante, G-1B012-info-vie étudiante, G-4C012-info-picore, G-4D003, G-3B007, G-3B001-info, G-2A006",16.0,542.0,18.7,81.3,0.0,99.3,11.2,61.0,0.2,1.0,0.578
7.25,41.9375,40.75,33.8125,115.75,89.25,328.75,"G-2B009, G-1B016-Projet-Vie étudiante, G-2A003, G-2C005-info, G-2A007-info, G-2B001-info, G-3A014-info, G-2B010, G-3D003-info, G-1B009-Projet-Vie étudiante, G-1B012-info-vie étudiante, G-4C012-info-picore, G-4D003, G-3B007, G-3B001-info, G-2A006",16.0,542.0,19.5,79.04,0.0,99.3,10.9,146.0,0.5,1.0,0.578
8.0,41.0625,26.3125,33.625,46.875,153.125,309.0,G-2B009,1.0,80.0,20.0,74.63,0.0,99.3,12.8,252.0,0.9,3.0,0.578
8.5,39.8125,57.25,38.125,104.75,87.5625,336.0,"G-2B009, G-2B001-info, G-3C007-EPTE 1, G-3C007-EPTE 2, G-3A014-info, G-4C012-info-picore, G-3A012-Presse Instron",7.0,182.0,21.0,69.6,0.0,100.0,13.5,250.0,0.9,3.0,0.578
6.75,36.5,62.4375,33.875,80.875,81.3125,301.75,"G-2B009, G-2B001-info, G-3C007-EPTE 1, G-3C007-EPTE 2, G-3A014-info, G-4C012-info-picore, G-3A012-Presse Instron",7.0,182.0,22.0,67.66,0.0,98.3,14.6,329.0,1.2,3.0,0.578
6.5,39.75,31.6875,26.5625,98.0,70.0,272.5,"G-2B009, G-3C007-EPTE 1, G-3C007-EPTE 2, G-3A012-Presse Instron, G-0B007-Amphi Bergès, G-1C002-Amphi Coulomb, G-3A014-info, G-4C012-info-picore, G-1A002-Amphi Ampère, G-2B001-info",10.0,632.0,22.2,65.15,0.0,99.3,14.9,294.0,1.1,3.0,0.578
6.0,36.5,25.5,27.625,53.25,119.125,268.0,"G-2B009, G-3C007-EPTE 1, G-3C007-EPTE 2, G-3A012-Presse Instron, G-0B007-Amphi Bergès, G-1C002-Amphi Coulomb, G-3A014-info, G-4C012-info-picore, G-1A002-Amphi Ampère, G-2B001-info",10.0,632.0,22.6,67.07,0.0,94.4,14.0,355.0,1.3,4.0,0.578
6.75,33.75,24.25,27.625,102.875,62.0,257.25,G-2B009,1.0,80.0,22.0,69.27,0.0,97.5,12.2,409.0,1.5,4.0,0.578
6.25,28.875,29.25,22.5625,64.5,110.3125,261.75,0,0.0,0.0,22.0,65.78,0.0,99.3,16.2,239.0,0.9,2.0,0.578
6.5,18.625,30.0,19.4375,80.5,69.9375,225.0,0,0.0,0.0,20.7,71.21,0.012,99.3,15.4,151.0,0.5,2.0,0.578
6.0,8.75,18.375,16.3125,48.375,93.6875,191.5,0,0.0,0.0,19.5,78.05,0.0,97.5,11.2,13.0,0.0,0.0,0.578
7.0,8.6875,19.0,13.8125,72.0,70.0,190.5,0,0.0,0.0,18.0,91.93,2.069,94.4,10.9,11.0,0.0,0.0,0.578
5.75,5.875,26.625,14.0625,61.75,42.6875,156.75,0,0.0,0.0,16.5,93.31,5.392,99.3,9.1,0.0,0.0,0.0,0.578
6.0,4.5625,20.875,12.8125,9.625,67.625,121.5,0,0.0,0.0,16.5,94.29,0.0,99.3,16.2,0.0,0.0,0.0,0.578
6.0,4.9375,20.0,11.5625,11.5,74.5,128.5,0,0.0,0.0,16.0,99.62,0.013,97.5,13.9,0.0,0.0,0.0,0.607
7.0,5.9375,25.5625,10.9375,6.875,69.6875,126.0,0,0.0,0.0,16.7,96.84,0.746,94.5,14.4,0.0,0.0,0.0,0.607
6.5,6.0625,21.6875,10.6875,6.75,69.8125,121.5,0,0.0,0.0,16.6,95.63,0.183,93.6,13.0,0.0,0.0,0.0,0.607
6.25,4.5625,19.875,10.875,7.5,80.6875,129.75,0,0.0,0.0,16.4,94.63,0.0,94.8,12.8,0.0,0.0,0.0,0.607
6.25,4.6875,30.375,10.8125,10.5,73.125,135.75,0,0.0,0.0,16.2,96.17,0.0,84.6,10.7,0.0,0.0,0.0,0.607
6.0,5.8125,19.625,12.8125,24.25,87.5,156.0,0,0.0,0.0,16.2,96.1,0.0,96.3,10.8,0.0,0.0,0.0,0.607
6.25,9.4375,28.5,9.5,56.625,106.9375,217.25,0,0.0,0.0,16.2,96.08,0.0,99.2,11.0,10.0,0.0,0.0,0.607
6.5,10.9375,22.0,14.5,60.0,109.5625,223.5,0,0.0,0.0,16.4,96.02,0.0,94.3,10.6,16.0,0.1,0.0,0.607
6.5,17.25,18.5,18.0,67.125,116.625,244.0,"G-2A006, G-2A007-info, G-3D003-info, G-3A014-info, G-2B001-info, G-2C005-info, G-3B001-info, G-Salle des forums, G-1D003-Salle du Conseil, G-2A003, G-1B016-Projet-Vie étudiante",11.0,322.0,16.7,94.62,0.0,95.1,11.5,64.0,0.2,1.0,0.607
6.75,27.0,19.625,26.375,108.75,68.75,257.25,"G-2A006, G-2A007-info, G-3D003-info, G-3A014-info, G-2B001-info, G-2C005-info, G-3B001-info, G-Salle des forums, G-1D003-Salle du Conseil, G-2A003, G-1B016-Projet-Vie étudiante",11.0,322.0,17.2,92.69,0.0,95.3,12.2,126.0,0.5,1.0,0.607
6.5,32.6875,19.625,25.875,23.375,170.4375,278.5,"G-2A006, G-Salle des forums, G-1D003-Salle du Conseil, G-1B016-Projet-Vie étudiante, G-3D003-info, G-2C005-info, G-2A007-info, G-3A014-info, G-2B001-info, G-3B001-info",10.0,242.0,18.2,86.8,0.0,99.3,12.1,204.0,0.7,2.0,0.607
7.75,33.625,17.875,28.125,22.0,155.375,264.75,"G-2A006, G-Salle des forums, G-1D003-Salle du Conseil, G-3D003-info, G-2C005-info, G-2A007-info, G-3A014-info, G-2B001-info, G-3B001-info",9.0,232.0,19.8,81.65,0.0,99.3,12.6,324.0,1.2,3.0,0.607
11.75,31.625,35.375,26.4375,161.875,2.6875,269.75,"G-2A006, G-Salle des forums, G-2B002",3.0,116.0,21.3,72.53,0.0,94.4,13.7,330.0,1.2,3.0,0.607
13.0,30.5,34.25,23.5625,90.5,90.1875,282.0,"G-2A006, G-Salle des forums, G-3D002-GICS, G-2B012",4.0,170.0,22.4,67.47,0.0,92.1,15.1,995.0,3.6,10.0,0.607
6.75,31.375,21.875,29.5,137.5,28.75,255.75,"G-2A006, G-Salle des forums, G-3D002-GICS, G-2B012, G-1C003, G-4C012-info-picore, G-3B001-info, G-2C005-info, G-2B001-info, G-2A007-info, G-3D003-info, G-3A014-info",12.0,310.0,23.4,66.9,0.0,91.3,14.3,1040.0,3.7,10.0,0.607
6.5,31.0625,30.125,26.875,46.875,107.5625,249.0,"G-2A006, G-Salle des forums, G-1C003, G-4C012-info-picore, G-3B001-info, G-2C005-info, G-2B001-info, G-2A007-info, G-3D003-info, G-3A014-info, G-3D002-GICS, G-2B012",12.0,310.0,24.2,55.88,0.0,89.5,19.3,982.0,3.5,10.0,0.607
6.75,28.8125,28.0,23.4375,61.5,108.75,257.25,"G-2A006, G-Salle des forums, G-1C003, G-3D002-GICS, G-2B012",5.0,180.0,23.6,62.28,0.0,90.4,16.3,841.0,3.0,8.0,0.607
6.25,29.6875,26.875,23.6875,76.25,79.0,241.75,"G-2A006, G-Salle des forums",2.0,80.0,23.9,63.36,0.0,90.4,17.0,488.0,1.8,5.0,0.607
6.25,24.0,28.125,18.75,77.5,99.625,254.25,0,0.0,0.0,19.8,75.91,2.626,96.7,18.1,175.0,0.6,2.0,0.607
6.25,17.75,27.75,17.75,120.0,29.75,219.25,0,0.0,0.0,18.9,87.9,0.175,95.9,16.5,59.0,0.2,1.0,0.607
6.0,9.125,20.0,14.6875,41.0,98.6875,189.5,0,0.0,0.0,18.7,87.39,0.0,84.5,16.1,56.0,0.2,1.0,0.607
6.25,6.1875,19.375,17.125,88.625,44.1875,181.75,0,0.0,0.0,18.5,89.65,0.0,89.5,17.1,23.0,0.1,0.0,0.607
6.25,7.125,27.125,14.125,39.5,74.625,168.75,0,0.0,0.0,17.9,92.44,0.0,98.4,13.4,7.0,0.0,0.0,0.607
6.25,5.25,20.125,11.1875,10.5,68.9375,122.25,0,0.0,0.0,17.7,91.97,0.0,98.7,14.1,0.0,0.0,0.0,0.607
5.75,5.4375,18.375,12.75,9.5,70.4375,122.25,0,0.0,0.0,17.6,93.05,0.0,99.2,15.7,0.0,0.0,0.0,0.584
6.5,4.9375,26.625,13.75,9.625,75.0625,136.5,0,0.0,0.0,17.3,92.33,0.0,98.7,16.8,0.0,0.0,0.0,0.584
6.5,4.875,23.375,10.9375,6.25,73.5625,125.5,0,0.0,0.0,16.9,93.7,0.0,98.7,15.7,0.0,0.0,0.0,0.584
6.0,4.9375,26.875,11.375,6.0,69.3125,124.5,0,0.0,0.0,16.4,94.65,0.0,92.3,15.3,0.0,0.0,0.0,0.584
6.0,5.9375,26.5,12.8125,19.0,71.75,142.0,0,0.0,0.0,16.7,95.67,0.0,90.7,14.6,0.0,0.0,0.0,0.584
6.25,6.25,20.375,10.9375,26.75,89.1875,159.75,0,0.0,0.0,16.7,95.11,0.0,93.9,10.8,0.0,0.0,0.0,0.584
6.25,7.6875,18.625,14.5,71.5,83.6875,202.25,0,0.0,0.0,16.5,93.62,0.0,96.3,11.2,5.0,0.0,0.0,0.584
7.0,11.5,21.0,17.125,61.375,115.5,233.5,"G-2B009, G-1A002-Amphi Ampère, G-1C002-Amphi Coulomb, G-0B007-Amphi Bergès, G-2C006, G-2A006",6.0,690.0,16.9,93.07,0.0,89.9,13.0,61.0,0.2,1.0,0.584
6.75,19.125,31.75,17.25,71.5,107.375,253.75,"G-2B009, G-1A002-Amphi Ampère, G-1C002-Amphi Coulomb, G-0B007-Amphi Bergès, G-2C006, G-2A006, G-Salle des forums, G-3C011-Soufflerie thermique, G-1B009-Projet-Vie étudiante",9.0,718.0,17.3,92.07,0.0,95.8,14.0,96.0,0.3,1.0,0.584
8.0,33.3125,28.25,22.0,82.25,108.6875,282.5,"G-2B009, G-1A002-Amphi Ampère, G-1C002-Amphi Coulomb, G-0B007-Amphi Bergès, G-2C006, G-2A006, G-Salle des forums, G-3C011-Soufflerie thermique, G-1B009-Projet-Vie étudiante",9.0,718.0,18.9,85.0,0.0,100.0,13.1,206.0,0.7,2.0,0.584
7.5,34.1875,37.75,25.875,74.875,124.3125,304.5,"G-2B009, G-1A002-Amphi Ampère, G-1C002-Amphi Coulomb, G-0B007-Amphi Bergès, G-2C006, G-2A006, G-Salle des forums, G-3C011-Soufflerie thermique, G-1B009-Projet-Vie étudiante",9.0,718.0,20.7,78.38,0.0,98.2,13.6,430.0,1.5,4.0,0.584
7.5,35.8125,34.0,25.6875,53.375,132.125,288.5,"G-1A002-Amphi Ampère, G-1C002-Amphi Coulomb, G-0B007-Amphi Bergès, G-2C006, G-2A006, G-Salle des forums, G-3C011-Soufflerie thermique, G-1B009-Projet-Vie étudiante",8.0,638.0,21.4,73.11,0.0,89.5,12.1,406.0,1.5,4.0,0.584
10.25,35.125,34.125,25.875,53.375,165.5,324.25,G-Salle des forums,1.0,0.0,23.0,67.67,0.0,86.5,13.5,521.0,1.9,5.0,0.584
11.0,34.6875,48.25,22.9375,195.75,0.0,312.625,"G-Salle des forums, G-3C011-Soufflerie thermique, G-4C012-info-picore, G-2C008",4.0,70.0,24.2,62.54,0.0,29.7,14.3,1089.0,3.9,10.0,0.584
9.5,36.1875,35.75,32.75,78.375,93.9375,286.5,"G-Salle des forums, G-3C011-Soufflerie thermique, G-4C012-info-picore, G-2C008, G-0B007-Amphi Bergès, G-1A002-Amphi Ampère, G-1C002-Amphi Coulomb, G-1B009-Projet-Vie étudiante",8.0,532.0,25.2,53.3,0.0,80.9,14.4,699.0,2.5,7.0,0.584
6.25,30.75,34.625,31.0625,79.5,75.0625,257.25,"G-Salle des forums, G-3C011-Soufflerie thermique, G-1B009-Projet-Vie étudiante, G-4C012-info-picore, G-2C008",5.0,82.0,24.5,59.39,0.0,25.0,13.7,201.0,0.7,2.0,0.584
6.0,29.625,46.0,28.1875,72.75,86.9375,269.5,"G-Salle des forums, G-3C011-Soufflerie thermique, G-4C012-info-picore, G-2C008",4.0,70.0,25.7,56.81,0.0,28.6,15.7,415.0,1.5,4.0,0.584
7.0,28.625,30.5,23.25,108.25,59.375,257.0,G-Salle des forums,1.0,0.0,26.5,52.18,0.0,51.9,17.0,493.0,1.8,5.0,0.584
6.5,24.125,22.0,24.375,66.875,99.625,243.5,0,0.0,0.0,24.0,62.99,0.0,35.2,18.3,430.0,1.5,4.0,0.584
6.25,19.5,34.75,19.375,74.875,79.0,233.75,0,0.0,0.0,24.1,62.61,0.0,88.4,22.1,181.0,0.7,2.0,0.584
6.25,11.9375,20.75,16.3125,77.25,66.75,199.25,0,0.0,0.0,23.1,67.76,0.0,89.1,15.2,74.0,0.3,1.0,0.584
6.0,8.5625,29.125,14.5625,60.125,82.625,201.0,0,0.0,0.0,21.7,68.84,0.005,90.0,19.4,13.0,0.0,0.0,0.584
6.5,8.6875,25.375,12.875,54.25,58.8125,166.5,0,0.0,0.0,20.1,73.76,0.0,90.0,19.6,5.0,0.0,0.0,0.584
6.0,6.9375,19.5,12.6875,4.375,75.5,125.0,0,0.0,0.0,18.5,82.62,0.0,50.0,18.9,0.0,0.0,0.0,0.584
6.0,6.1875,19.75,12.0,5.875,78.6875,128.5,0,0.0,0.0,17.5,85.53,0.0,84.5,15.6,0.0,0.0,0.0,0.581
6.0,7.625,26.5,11.8125,10.75,72.3125,135.0,0,0.0,0.0,16.9,88.47,0.0,50.0,12.5,0.0,0.0,0.0,0.581
6.5,6.6875,20.625,13.5,5.375,72.8125,125.5,0,0.0,0.0,15.9,92.12,0.0,30.0,12.0,0.0,0.0,0.0,0.581
6.0,7.5,23.9375,11.8125,5.125,78.625,133.0,0,0.0,0.0,15.4,92.32,0.0,43.3,8.8,0.0,0.0,0.0,0.581
6.25,6.8125,30.9375,11.0625,7.5,82.6875,145.25,0,0.0,0.0,14.8,96.27,0.0,39.0,10.2,0.0,0.0,0.0,0.581
6.25,7.5625,22.25,15.3125,31.0,80.375,162.75,0,0.0,0.0,14.2,95.42,0.0,90.0,7.8,0.0,0.0,0.0,0.581
6.25,10.9375,20.125,15.625,64.0,90.8125,207.75,0,0.0,0.0,14.0,96.5,0.003,73.0,9.4,7.0,0.0,0.0,0.581
8.0,13.5625,27.375,14.5,90.5,79.0625,233.0,0,0.0,0.0,15.2,96.89,0.175,51.1,9.0,52.0,0.2,1.0,0.581
10.25,22.5625,17.75,18.5,82.125,103.5625,254.75,"G-0B007-Amphi Bergès, G-1C002-Amphi Coulomb, G-1A002-Amphi Ampère, G-Salle des forums, G-2A003, G-1B009-Projet-Vie étudiante",6.0,542.0,17.5,83.95,0.0,60.8,10.9,153.0,0.6,2.0,0.581
8.75,30.4375,22.5,26.4375,66.25,115.375,269.75,"G-0B007-Amphi Bergès, G-1C002-Amphi Coulomb, G-1A002-Amphi Ampère, G-Salle des forums, G-2A003, G-1B009-Projet-Vie étudiante, G-2A006, G-2B002, G-1B016-Projet-Vie étudiante",9.0,668.0,19.4,75.66,0.0,86.8,12.5,186.0,0.7,2.0,0.581
9.0,37.125,31.0,29.1875,109.5,69.1875,285.0,"G-0B007-Amphi Bergès, G-1C002-Amphi Coulomb, G-1A002-Amphi Ampère, G-Salle des forums, G-1B009-Projet-Vie étudiante, G-2A006, G-1B016-Projet-Vie étudiante, G-1C004",8.0,566.0,21.0,71.54,0.0,80.9,12.2,626.0,2.3,6.0,0.581
