Date,Hour,Location,Duration,Capacity
2023-02-08,09:00,"G-2C006, G-2C001, G-5D003-Electronique & instrumentation associée, G-2C004, G-1C004, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-2C008, G-3A012-Enveloppe épaisse, G-3B008-Mécanique & Technologie 1, G-0B015-FABLAB Ense3, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2B009, G-1B005, G-4C012-info-picore, G-3B001-info, G-3A014-info, G-2A007-info, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-2B002, G-2C002, G-2A005, G-4D003, G-4D006 TD-info, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-4D008 TD-info, G-3D003-info, G-2C005-info",38,1025
2023-02-08,10:00,"G-5D003-Electronique & instrumentation associée, G-1C004, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-3A012-Enveloppe épaisse, G-3B008-Mécanique & Technologie 1, G-0B015-FABLAB Ense3, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2B009, G-1B005, G-4C012-info-picore, G-3B001-info, G-3A014-info, G-2A007-info, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-2B002, G-2C002, G-2A005, G-4D003, G-4D006 TD-info, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-4D008 TD-info, G-2C006, G-2C004, G-2C008, G-2B013",36,989
2023-02-08,11:00,"G-5D003-Electronique & instrumentation associée, G-1C004, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-3A012-Enveloppe épaisse, G-3B008-Mécanique & Technologie 1, G-0B015-FABLAB Ense3, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2B009, G-1B005, G-4C012-info-picore, G-3B001-info, G-3A014-info, G-2A007-info, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-2B002, G-2C002, G-2A005, G-4D003, G-4D006 TD-info, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-2C006, G-2C004, G-2C008, G-2B013, G-2C005-info, G-3D003-info",37,989
2023-02-08,12:00,"G-1C004, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-3A012-Enveloppe épaisse, G-3B008-Mécanique & Technologie 1, G-0B015-FABLAB Ense3, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2B009, G-1B005, G-4C012-info-picore, G-3B001-info, G-3A014-info, G-2A007-info, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-2B002, G-2C002, G-2A005, G-4D003, G-4D006 TD-info, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-0B018-Agora",31,970
2023-02-08,13:00,"G-1C004, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-3A012-Enveloppe épaisse, G-3B008-Mécanique & Technologie 1, G-0B015-FABLAB Ense3, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2B009, G-1B005, G-4C012-info-picore, G-3B001-info, G-3A014-info, G-2A007-info, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-2B002, G-2C002, G-2A005, G-4D003, G-4D006 TD-info, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-0B018-Agora, G-3D003-info, G-2C008, G-2B013, G-2C001, G-2C004, G-2B001-info, G-2A006, G-4D008 TD-info, G-4A020-info-mhi, G-5D003-Electronique & instrumentation associée, G-2C005-info, G-2C003, G-2B012",44,1390
2023-02-08,14:00,"G-1C004, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-3A012-Enveloppe épaisse, G-3B008-Mécanique & Technologie 1, G-0B015-FABLAB Ense3, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2B009, G-1B005, G-4C012-info-picore, G-3B001-info, G-3A014-info, G-2A007-info, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-2B002, G-2C002, G-2A005, G-4D003, G-4D006 TD-info, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-0B018-Agora, G-3D003-info, G-2C008, G-2B013, G-2C001, G-2C004, G-2B001-info, G-2A006, G-4D008 TD-info, G-4A020-info-mhi, G-5D003-Electronique & instrumentation associée, G-2C005-info, G-2C003, G-2B012, G-2A004, G-2A003, G-1C003, G-1D003-Salle du Conseil",48,1549
2023-02-08,15:00,"G-1C004, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-3A012-Enveloppe épaisse, G-3B008-Mécanique & Technologie 1, G-0B015-FABLAB Ense3, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2B009, G-1B005, G-4C012-info-picore, G-3B001-info, G-3A014-info, G-2A007-info, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-2B002, G-2C002, G-2A005, G-4D003, G-4D006 TD-info, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-0B018-Agora, G-3D003-info, G-2C001, G-5D003-Electronique & instrumentation associée, G-2A004, G-2A003, G-2C003, G-2B012, G-2C006, G-2B001-info, G-2C005-info, G-4D008 TD-info, G-4A020-info-mhi",43,1391
2023-02-08,16:00,"G-1C004, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-3A012-Enveloppe épaisse, G-3B008-Mécanique & Technologie 1, G-0B015-FABLAB Ense3, G-4D009-Projet, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-2B009, G-1B005, G-4C012-info-picore, G-3B001-info, G-3A014-info, G-2A007-info, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-2B002, G-2C002, G-2A005, G-4D003, G-4D006 TD-info, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-0B018-Agora, G-3D003-info, G-2C001, G-5D003-Electronique & instrumentation associée, G-2A004, G-2C003, G-2B012, G-2C006, G-2B001-info, G-2C005-info, G-4D008 TD-info, G-4A020-info-mhi",42,1311
2023-02-08,17:00,"G-1C004, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-0B018-Agora",4,245
2023-02-08,18:00,"G-0B018-Agora, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-0B007-Amphi Bergès",5,461
2023-02-08,19:00,"G-0B018-Agora, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-0B007-Amphi Bergès",5,461
2023-02-09,07:00,G-0B018-Agora,1,221
2023-02-09,08:00,"G-0B018-Agora, G-5D003-Electronique & instrumentation associée, G-1C003, G-2B010, G-2C006, G-3D006-Construction électrique, G-2C004, G-2B001-info, G-1C002-Amphi Coulomb, G-2A007-info, G-2C003, G-3D003-info, G-2B012, G-2A006, G-1A002-Amphi Ampère",15,969
2023-02-09,09:00,"G-0B018-Agora, G-5D003-Electronique & instrumentation associée, G-1C003, G-2B010, G-2C006, G-3D006-Construction électrique, G-2C004, G-2B001-info, G-1C002-Amphi Coulomb, G-2A007-info, G-2C003, G-3D003-info, G-2B012, G-2A006, G-2B009",15,899
2023-02-09,10:00,"G-0B018-Agora, G-5D003-Electronique & instrumentation associée, G-1C003, G-2B009, G-2A004, G-2C001, G-2C006, G-2B010, G-2C004, G-2A003, G-2A007-info, G-1C002-Amphi Coulomb, G-4A020-info-mhi, G-3B001-info, G-2C003, G-4C012-info-picore, G-1A002-Amphi Ampère, G-3D003-info, G-2C005-info, G-2B001-info, G-2A006",21,1214
2023-02-09,11:00,"G-0B018-Agora, G-5D003-Electronique & instrumentation associée, G-1C003, G-2A004, G-2C001, G-2C006, G-2B010, G-2C004, G-2A003, G-2A007-info, G-1C002-Amphi Coulomb, G-4A020-info-mhi, G-3B001-info, G-2C003, G-4C012-info-picore, G-1A002-Amphi Ampère, G-3D003-info, G-2C005-info, G-2B001-info, G-2A006",20,1134
2023-02-09,12:00,"G-0B018-Agora, G-0B007-Amphi Bergès",2,371
2023-02-09,13:00,"G-0B018-Agora, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A007-info, G-1C004, G-3B001-info, G-4A020-info-mhi, G-3B012-Canal de charriage, G-3B012-Canal à surface libre, G-3B012-Canal à surface libre mini, G-3B012-Coin d'huile, G-3B012-Coup de bélier, G-3B012-DébitVisu, G-3B012-Déversoir, G-3B012-HydrauSys, G-3B012-Hydro-éjecteur, G-3B012-Laminaire turbulent, G-3B012-Perte de charge linéaire, G-3B012-Pompes, G-3B012-Transition laminaire turbulent, G-3B012-Turbine Francis, G-3B012-Turbine Pelton, G-3B012-Vase de Mariotte, G-3B012-Venturi, G-3B012-Venturi mini, G-2C001, G-2A004, G-4D001-Projet, G-4D008 TD-info, G-2B001-info, G-0B007-Amphi Bergès",32,952
2023-02-09,14:00,"G-0B018-Agora, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A007-info, G-1C004, G-3B001-info, G-4A020-info-mhi, G-3B012-Canal de charriage, G-3B012-Canal à surface libre, G-3B012-Canal à surface libre mini, G-3B012-Coin d'huile, G-3B012-Coup de bélier, G-3B012-DébitVisu, G-3B012-Déversoir, G-3B012-HydrauSys, G-3B012-Hydro-éjecteur, G-3B012-Laminaire turbulent, G-3B012-Perte de charge linéaire, G-3B012-Pompes, G-3B012-Transition laminaire turbulent, G-3B012-Turbine Francis, G-3B012-Turbine Pelton, G-3B012-Vase de Mariotte, G-3B012-Venturi, G-3B012-Venturi mini, G-2C001, G-2A004, G-4D001-Projet, G-4D008 TD-info, G-2B001-info, G-0B007-Amphi Bergès, G-2A003, G-2A006, G-2C003",35,1148
2023-02-09,15:00,"G-0B018-Agora, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-1C004, G-3B001-info, G-4A020-info-mhi, G-3B012-Canal de charriage, G-3B012-Canal à surface libre, G-3B012-Canal à surface libre mini, G-3B012-Coin d'huile, G-3B012-Coup de bélier, G-3B012-DébitVisu, G-3B012-Déversoir, G-3B012-HydrauSys, G-3B012-Hydro-éjecteur, G-3B012-Laminaire turbulent, G-3B012-Perte de charge linéaire, G-3B012-Pompes, G-3B012-Transition laminaire turbulent, G-3B012-Turbine Francis, G-3B012-Turbine Pelton, G-3B012-Vase de Mariotte, G-3B012-Venturi, G-3B012-Venturi mini, G-2C001, G-0B007-Amphi Bergès, G-2A003, G-2A006, G-2C003",30,1031
2023-02-09,16:00,"G-0B018-Agora, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-3B001-info, G-4A020-info-mhi, G-3B012-Canal de charriage, G-3B012-Canal à surface libre, G-3B012-Canal à surface libre mini, G-3B012-Coin d'huile, G-3B012-Coup de bélier, G-3B012-DébitVisu, G-3B012-Déversoir, G-3B012-HydrauSys, G-3B012-Hydro-éjecteur, G-3B012-Laminaire turbulent, G-3B012-Perte de charge linéaire, G-3B012-Pompes, G-3B012-Transition laminaire turbulent, G-3B012-Turbine Francis, G-3B012-Turbine Pelton, G-3B012-Vase de Mariotte, G-3B012-Venturi, G-3B012-Venturi mini, G-2C001, G-0B007-Amphi Bergès, G-2C003, G-2A005, G-2A004, G-2A006, G-2C008",31,1031
2023-02-09,17:00,"G-0B018-Agora, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-0B007-Amphi Bergès, G-2C003, G-2A005, G-2A004, G-2A006, G-2C008",10,671
2023-02-10,08:00,"G-2C007, G-2C003, G-2C002, G-2B013, G-2A003, G-3B012-Canal de charriage, G-3B012-Canal à surface libre, G-3B012-Canal à surface libre mini, G-3B012-Coin d'huile, G-3B012-Coup de bélier, G-3B012-DébitVisu, G-3B012-Déversoir, G-3B012-HydrauSys, G-3B012-Hydro-éjecteur, G-3B012-Laminaire turbulent, G-3B012-Perte de charge linéaire, G-3B012-Pompes, G-3B012-Transition laminaire turbulent, G-3B012-Turbine Francis, G-3B012-Turbine Pelton, G-3B012-Vase de Mariotte, G-3B012-Venturi, G-3B012-Venturi mini, G-4D003, G-2B002, G-2C004, G-2B012",27,656
2023-02-10,09:00,"G-2C007, G-2C003, G-2C002, G-2B013, G-2A003, G-3B012-Canal de charriage, G-3B012-Canal à surface libre, G-3B012-Canal à surface libre mini, G-3B012-Coin d'huile, G-3B012-Coup de bélier, G-3B012-DébitVisu, G-3B012-Déversoir, G-3B012-HydrauSys, G-3B012-Hydro-éjecteur, G-3B012-Laminaire turbulent, G-3B012-Perte de charge linéaire, G-3B012-Pompes, G-3B012-Transition laminaire turbulent, G-3B012-Turbine Francis, G-3B012-Turbine Pelton, G-3B012-Vase de Mariotte, G-3B012-Venturi, G-3B012-Venturi mini, G-4D003, G-2B002, G-2C004, G-2B012, G-2C006",28,736
2023-02-10,10:00,"G-3B012-Canal de charriage, G-3B012-Canal à surface libre, G-3B012-Canal à surface libre mini, G-3B012-Coin d'huile, G-3B012-Coup de bélier, G-3B012-DébitVisu, G-3B012-Déversoir, G-3B012-HydrauSys, G-3B012-Hydro-éjecteur, G-3B012-Laminaire turbulent, G-3B012-Perte de charge linéaire, G-3B012-Pompes, G-3B012-Transition laminaire turbulent, G-3B012-Turbine Francis, G-3B012-Turbine Pelton, G-3B012-Vase de Mariotte, G-3B012-Venturi, G-3B012-Venturi mini, G-2C006, G-2B010, G-2C007, G-2B013, G-2C003, G-2C002, G-2B012, G-4D008 TD-info, G-4D003, G-2B002, G-2C008, G-4D006 TD-info, G-2C001, G-2C004",32,878
2023-02-10,11:00,"G-3B012-Canal de charriage, G-3B012-Canal à surface libre, G-3B012-Canal à surface libre mini, G-3B012-Coin d'huile, G-3B012-Coup de bélier, G-3B012-DébitVisu, G-3B012-Déversoir, G-3B012-HydrauSys, G-3B012-Hydro-éjecteur, G-3B012-Laminaire turbulent, G-3B012-Perte de charge linéaire, G-3B012-Pompes, G-3B012-Transition laminaire turbulent, G-3B012-Turbine Francis, G-3B012-Turbine Pelton, G-3B012-Vase de Mariotte, G-3B012-Venturi, G-3B012-Venturi mini, G-2B010, G-2C007, G-2B013, G-2C003, G-2C002, G-2B012, G-4D008 TD-info, G-4D003, G-2B002, G-2C008, G-4D006 TD-info, G-2C001, G-2C004",31,798
2023-02-10,13:00,"G-3B001-info, G-2A005, G-2C006, G-2A006, G-2B001-info, G-1B012-info-vie étudiante, G-2A003, G-2A007-info, G-0B007-Amphi Bergès, G-2C005-info, G-5D005-Informatique temps réel, G-2B009",12,609
2023-02-10,14:00,"G-3B001-info, G-2A005, G-2C006, G-2A006, G-2B001-info, G-1B012-info-vie étudiante, G-2A003, G-2A007-info, G-0B007-Amphi Bergès, G-2C005-info, G-5D005-Informatique temps réel, G-2B009",12,609
2023-02-10,15:00,"G-2C006, G-2B001-info, G-3A014-info, G-4C012-info-picore, G-4D003, G-4D008 TD-info, G-2C005-info, G-2A003, G-3B001-info, G-2B012, G-2A007-info, G-3D006-Construction électrique, G-1B012-info-vie étudiante",13,414
2023-02-10,16:00,"G-2B001-info, G-3A014-info, G-4C012-info-picore, G-4D003, G-4D008 TD-info, G-2C005-info, G-2A003, G-3B001-info, G-2B012, G-2A007-info, G-3D006-Construction électrique, G-1B012-info-vie étudiante, G-5D005-Informatique temps réel",13,350
2023-02-10,17:00,G-5D005-Informatique temps réel,1,16
2023-02-20,08:00,"G-4D001-Projet, G-2B009, G-3B012-Canal à surface libre, G-2A003, G-1A002-Amphi Ampère, G-3D006-Construction électrique, G-5D005-Informatique temps réel, G-2B001-info",8,388
2023-02-20,09:00,"G-4D001-Projet, G-2B009, G-3B012-Canal à surface libre, G-2A003, G-1A002-Amphi Ampère, G-3D006-Construction électrique, G-5D005-Informatique temps réel, G-2B001-info, G-1C004",9,402
2023-02-20,10:00,"G-4D001-Projet, G-3B012-Canal à surface libre, G-1C004, G-1B001-Médiathèque, G-2A003, G-2B009, G-3D003-info, G-5D005-Informatique temps réel, G-1A002-Amphi Ampère, G-3D006-Construction électrique",10,452
2023-02-20,11:00,"G-4D001-Projet, G-3B012-Canal à surface libre, G-2A003, G-2B009, G-3D003-info, G-5D005-Informatique temps réel, G-1A002-Amphi Ampère, G-3D006-Construction électrique",8,388
2023-02-20,12:00,G-4D001-Projet,1,12
2023-02-20,13:00,"G-4D001-Projet, G-2C001, G-5D003-Electronique & instrumentation associée, G-1D003-Salle du Conseil, G-2C008, G-4D003, G-2C003, G-2C004, G-2C007, G-2B012, G-1C002-Amphi Coulomb, G-0B007-Amphi Bergès, G-3D003-info, G-2C002, G-1A002-Amphi Ampère, G-2A006, G-2B001-info, G-2A007-info",18,944
2023-02-20,14:00,"G-4D001-Projet, G-2C001, G-5D003-Electronique & instrumentation associée, G-2C008, G-4D003, G-2C003, G-2C004, G-2C007, G-2B012, G-1C002-Amphi Coulomb, G-0B007-Amphi Bergès, G-3D003-info, G-2C002, G-1A002-Amphi Ampère, G-2A006, G-2B001-info, G-2A007-info, G-2A004, G-1C003, G-2A003, G-1D003-Salle du Conseil",21,1063
2023-02-20,15:00,"G-4D001-Projet, G-5D003-Electronique & instrumentation associée, G-4D003, G-2C003, G-2A003, G-1D003-Salle du Conseil, G-2C006, G-3D003-info, G-2C001",9,354
2023-02-20,16:00,"G-4D001-Projet, G-5D003-Electronique & instrumentation associée, G-4D003, G-2C003, G-2A003, G-1D003-Salle du Conseil, G-2C006, G-3D003-info, G-2C001, G-1C002-Amphi Coulomb, G-2B010, G-2B013, G-1A002-Amphi Ampère, G-2C002, G-2A006",15,886
2023-02-20,17:00,"G-4D001-Projet, G-2A003, G-1D003-Salle du Conseil, G-1C002-Amphi Coulomb, G-2B010, G-2B013, G-1A002-Amphi Ampère, G-2C002, G-2A006",9,664
2023-02-20,18:00,"G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3",3,90
2023-02-20,19:00,"G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3",3,90
2023-02-21,08:00,"G-3B012-Canal à surface libre, G-2C006, G-2B010, G-1C004, G-4D001-Projet, G-2A003, G-5D003-Electronique & instrumentation associée, G-3A010-Mécanique des sols, G-2A006, G-2C008, G-2B012, G-2B013, G-2C002, G-2C007, G-4D008 TD-info, G-2C003, G-2C004, G-3B007-Démontage transmission hybride, G-3B007-Démontage boîte de vitesse, G-3B007-Démontage variateur à courroie, G-3B007, G-3B007-Démontage moteur thermique",22,751
2023-02-21,09:00,"G-3B012-Canal à surface libre, G-2C006, G-2B010, G-1C004, G-4D001-Projet, G-2A003, G-5D003-Electronique & instrumentation associée, G-3A010-Mécanique des sols, G-2A006, G-2C008, G-2B012, G-2B013, G-2C002, G-2C007, G-4D008 TD-info, G-2C003, G-2C004, G-3B007-Démontage transmission hybride, G-3B007-Démontage boîte de vitesse, G-3B007-Démontage variateur à courroie, G-3B007, G-3B007-Démontage moteur thermique, G-2C001",23,787
2023-02-21,10:00,"G-3B012-Canal à surface libre, G-1C004, G-4D001-Projet, G-5D003-Electronique & instrumentation associée, G-3A010-Mécanique des sols, G-3B007-Démontage transmission hybride, G-3B007-Démontage boîte de vitesse, G-3B007-Démontage variateur à courroie, G-3B007, G-3B007-Démontage moteur thermique, G-2C001, G-2C006, G-1B001-Médiathèque, G-4D003, G-2B002, G-2C003, G-2A007-info, G-2B013, G-2C008, G-2B012, G-2C002, G-2C007, G-4A020-info-mhi, G-2B001-info, G-2C004",25,691
2023-02-21,11:00,"G-3B012-Canal à surface libre, G-1C004, G-4D001-Projet, G-5D003-Electronique & instrumentation associée, G-3A010-Mécanique des sols, G-2C001, G-2C006, G-4D003, G-2B002, G-2C003, G-2A007-info, G-2B013, G-2C008, G-2B012, G-2C002, G-2C007, G-4A020-info-mhi, G-2B001-info, G-2C004",19,561
2023-02-21,12:00,"G-4D001-Projet, G-2A003",2,92
2023-02-21,13:00,"G-4D001-Projet, G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A006, G-5D003-Electronique & instrumentation associée, G-2B010, G-3D005-ISEE-Informatique, G-2B009, G-2C006, G-3D003-info, G-2C007, G-4D003, G-2B012, G-2C002, G-2C008, G-2C001, G-2C004, G-3B008-Mécanique & Technologie 1, G-3A014-info, G-2B002, G-3B007-Démontage boîte de vitesse, G-3B007-Démontage variateur à courroie, G-3B007-Démontage moteur thermique, G-3B007, G-3B007-Démontage transmission hybride",26,874
2023-02-21,14:00,"G-4D001-Projet, G-2A006, G-5D003-Electronique & instrumentation associée, G-2B010, G-3D005-ISEE-Informatique, G-2B009, G-2C006, G-3D003-info, G-2C007, G-4D003, G-2B012, G-2C002, G-2C008, G-2C001, G-2C004, G-3B008-Mécanique & Technologie 1, G-3A014-info, G-2B002, G-3B007-Démontage boîte de vitesse, G-3B007-Démontage variateur à courroie, G-3B007-Démontage moteur thermique, G-3B007, G-3B007-Démontage transmission hybride, G-1C004",24,798
2023-02-21,15:00,"G-4D001-Projet, G-5D003-Electronique & instrumentation associée, G-3D005-ISEE-Informatique, G-3B007-Démontage boîte de vitesse, G-3B007-Démontage variateur à courroie, G-3B007-Démontage moteur thermique, G-3B007, G-3B007-Démontage transmission hybride, G-1C004, G-1D003-Salle du Conseil, G-2A006, G-2B009, G-3D003-info, G-2B010",14,436
2023-02-21,16:00,"G-4D001-Projet, G-5D003-Electronique & instrumentation associée, G-3D005-ISEE-Informatique, G-1C004, G-1D003-Salle du Conseil, G-2A006, G-2B009, G-3D003-info, G-2B010, G-2C004, G-4D006 TD-info, G-4D003, G-2C002, G-3B008-Mécanique & Technologie 1, G-3A014-info, G-2A005, G-2C006",17,641
2023-02-21,17:00,"G-4D001-Projet, G-1D003-Salle du Conseil, G-2C004, G-4D006 TD-info, G-4D003, G-2C002, G-3B008-Mécanique & Technologie 1, G-3A014-info, G-2A005, G-2C006",10,337
2023-02-21,18:00,"G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A004, G-2A005",5,148
2023-02-21,19:00,"G-0B015-FABLAB Ense3, G-4D013-FABLAB Ense3, G-4D011-FABLAB Ense3, G-2A004, G-2A005, G-0D006-Salle des forums",6,248
2023-02-21,20:00,G-0D006-Salle des forums,1,100
2023-02-22,08:00,"G-2C003, G-2C004, G-2A003, G-2C008, G-3D003-info, G-2C001, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-2B001-info, G-1C002-Amphi Coulomb, G-2C005-info, G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-0B015-FABLAB Ense3, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-1B005, G-2B009, G-2B010, G-2C006, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-4D006 TD-info, G-2B002, G-2A005, G-4D003, G-2C002, G-2A004, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-2A006, G-2B012, G-2B013",45,1514
2023-02-22,09:00,"G-2C003, G-2C004, G-2A003, G-2C008, G-2C001, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-2B001-info, G-1C002-Amphi Coulomb, G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-0B015-FABLAB Ense3, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-1B005, G-2B009, G-2B010, G-2C006, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-4D006 TD-info, G-2B002, G-2A005, G-4D003, G-2C002, G-2A004, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-2A006, G-2B012, G-2B013, G-2C007, G-1B012-info-vie étudiante, G-3D003-info, G-2C005-info",47,1568
2023-02-22,10:00,"G-2C003, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-1C003, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-0B015-FABLAB Ense3, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-1B005, G-2B009, G-2B010, G-2C006, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-4D006 TD-info, G-2B002, G-2A005, G-4D003, G-2C002, G-2A004, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-2A006, G-2B012, G-2B013, G-2C007, G-1B012-info-vie étudiante, G-1C004, G-2C004, G-1C002-Amphi Coulomb, G-2C008, G-2A003, G-2C001",45,1528
2023-02-22,11:00,"G-2C003, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-0B015-FABLAB Ense3, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-1B005, G-2B009, G-2B010, G-2C006, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-4D006 TD-info, G-2B002, G-2A005, G-4D003, G-2C002, G-2A004, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-2A006, G-2B012, G-2B013, G-2C007, G-1B012-info-vie étudiante, G-1C004, G-2C004, G-1C002-Amphi Coulomb, G-2C008, G-2A003, G-2C001, G-3D003-info, G-2C005-info, G-0D006-Salle des forums",47,1654
2023-02-22,12:00,"G-2C003, G-3A010-CAPRES, G-3A010-Mécanique des sols, G-3B008-Mécanique & Technologie 1, G-3A012-Enveloppe épaisse, G-4D009-Projet, G-0B015-FABLAB Ense3, G-1B004, G-4D010-Projet, G-1B003, G-3B007, G-1B005, G-2B009, G-2B010, G-2C006, G-3B001-info, G-2A007-info, G-3A014-info, G-4C012-info-picore, G-4D005-Projet, G-4D001-Projet, G-4D011-FABLAB Ense3, G-4D006 TD-info, G-2B002, G-2A005, G-4D003, G-2C002, G-2A004, G-1B016-Projet-Vie étudiante, G-1B002, G-0B007-Amphi Bergès, G-4D013-FABLAB Ense3, G-4D007-Projet, G-2A006, G-2B012, G-2B013, G-2C007, G-1B012-info-vie étudiante, G-0D006-Salle des forums, G-1C002-Amphi Coulomb",40,1416
