"TOA5","Meteo_GreEnER_CR6","CR6","8957","CR6.Std.10.01","CPU:METEO_GREEN-ER_v2.5.CR6","22114","_01_Hour"
"TIMESTAMP","RECORD","CR6_Alim_Avg","CR6_Temp_Avg","AirTemp_Avg","RH_Avg","Press_Avg","WSpd_Avg","WDir_Avg","WDir_Std","WSpd_Max","Rain_Tot","Ray_Global_CMP3_Avg","Ray_Global_CMP3_Energy_Tot","Ray_Global_RSR2_Avg","Ray_Direct_RSR2_Avg","Ray_Direct_H_RSR2_Avg","Ray_Diffus_RSR2_Avg","Ray_Global_RSR2_Energy_Tot","Ray_Direct_RSR2_Energy_Tot","Ray_Diffus_RSR2_Energy_Tot","Ray_Global_RSR2_Raw_Avg","Ray_Direct_RSR2_Raw_Avg","Ray_Diffus_RSR2_Raw_Avg","ZenDeg_Avg","WM_Spd_WV_Avg","WM_Dir_Avg","WM_Dir_Std","WM_Spd_Avg","WM_Spd_Std","WM_Spd_Max","WM_AV_Spd_Avg","WM_AV_Spd_Std","WM_AV_Spd_Max","WM_vit_Son_Avg","WM_Temp_Avg","Humidex","Rain2_Tot"
"TS","RN","V","Deg C","Deg C","%","mbar","m/s","Deg","Deg","m/s","mm","W/m^2","J/m^2","W/m^2","W/m^2","W/m^2","W/m^2","kWh/m^2","kWh/m^2","kWh/m^2","W/m^2","W/m^2","W/m^2","degres","m/s","Deg","Deg","m/s","m/s","m/s","m/s","m/s","m/s","m/s","Deg C","","mm"
"","","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Max","Tot","Avg","Tot","Avg","Avg","Avg","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Std","Max","Avg","Std","Max","Avg","Avg","Smp","Tot"
"2023-02-08 11:00:00",6913,13.87,8.05,4.464,59.87,1033,1.926,162.9,68.86,6.03,0,449.9,0.449885,436.8,713,323.6,113.2,0.437,0.713,0.113,427.1,733.1,94.4,63.03,3.678,162.7,25.29,3.678,1.497,7.73,0.061,0.519,1.67,333.5,2.906,2.507,0
"2023-02-08 12:00:00",6914,13.82,10.84,6.016,53.83,1032,1.593,197.6,68.06,6.11,0,506.5,0.5065086,488.3,763.2,376.1,112.2,0.488,0.763,0.112,479.3,785.4,92.2,60.48,2.818,181.6,35.75,2.818,1.506,6.59,-0.207,0.497,1.05,333.9,3.703,4.326,0
"2023-02-08 13:00:00",6915,13.72,14.41,8.14,47.55,1031,0.879,171.7,80.3,2.81,0,496,0.4960388,481.7,763.9,371.3,110.4,0.482,0.764,0.11,473.4,787.6,90.5,60.92,1.38,157.5,51.76,1.38,0.723,3.94,-0.008,0.341,1.02,334.4,4.473,6.597,0
"2023-02-08 14:00:00",6916,13.65,18.65,9.55,43.39,1030,1.085,240.8,61.78,2.51,0,431.2,0.4311807,425.4,722.7,313.9,111.5,0.425,0.723,0.111,417.2,746.5,92.9,64.29,1.169,246.3,69.24,1.166,0.597,3.02,-0.051,0.342,1.23,335.3,6.051,6.859,0
"2023-02-08 15:00:00",6917,13.6,21.8,9.84,39.62,1030,0.967,297.4,75.87,2.77,0,318.4,0.3183627,326.3,678.7,231.3,95,0.326,0.679,0.095,318,700.4,79.27,70.14,1.132,303.1,64.71,1.132,0.586,3.18,-0.03,0.284,1.14,336,7.119,7.16,0
"2023-02-08 16:00:00",6918,13.58,23.45,9.94,39.72,1030,1.168,273.1,46.15,2.51,0,166.2,0.166234,182.8,526.9,115.8,67.02,0.183,0.527,0.067,178,552.5,57.03,77.85,1.107,269.6,46.5,1.104,0.54,2.73,-0.046,0.272,0.75,337,8.79,6.203,0
"2023-02-08 17:00:00",6919,13.58,22.57,7.013,49.2,1030,0.753,292.1,74.95,1.77,0,11.5,0.01149638,17.44,2.697,0.233,17.2,0.017,0.003,0.017,18.44,13.22,17.95,86.8,0.951,297.8,58.58,0.946,0.425,1.84,-0.025,0.179,0.47,337.6,9.73,3.176,0
"2023-02-08 18:00:00",6920,13.64,18.91,5.333,55.15,1030,0.508,47.14,76.52,2.1,0,0,0,6.736,0,0,6.736,0.007,0,0.007,6.561,0,6.561,96.9,0.7,23.68,69.4,0.696,0.317,1.82,-0.025,0.152,0.43,337.1,9.02,1.974,0
"2023-02-08 19:00:00",6921,13.69,15.98,4.027,61.78,1030,0.514,132.2,70.85,1.86,0,0,0,6.413,0,0,6.413,0.006,0,0.006,6.24,0,6.24,107.3,0.944,100,61.2,0.944,0.559,2.82,-0.018,0.154,0.49,336.3,7.577,0.833,0
"2023-02-08 20:00:00",6922,13.74,13.92,3.243,65.25,1031,0.479,116.4,46.8,1.27,0,0,0,6.275,0,0,6.275,0.006,0,0.006,6.102,0,6.102,117.8,0.935,117.9,40.42,0.935,0.407,2.13,0.033,0.189,0.7,335.6,6.521,0.07,0
"2023-02-08 21:00:00",6923,13.76,12.33,3.107,65.66,1031,1.214,139.8,36.17,3.88,0,0,0,6.212,0,0,6.212,0.006,0,0.006,6.04,0,6.04,128.1,2.15,144.4,22.27,2.15,0.845,4.42,0.1,0.32,0.99,335.2,5.796,0.001,0
"2023-02-08 22:00:00",6924,13.81,11.06,2.379,68.96,1031,1.119,130.2,32.82,3.12,0,0,0,6.273,0,0,6.273,0.006,0,0.006,6.096,0,6.096,137.5,1.985,127.2,27.15,1.974,0.917,4.47,0.062,0.286,1.36,334.7,4.938,-0.755,0
"2023-02-08 23:00:00",6925,13.82,10.08,1.772,71.73,1032,0.994,136.7,37.58,2.75,0,0,0,6.143,0,0,6.143,0.006,0,0.006,5.967,0,5.967,145,1.921,142.9,28.19,1.921,0.822,3.96,0.056,0.311,1.32,334.3,4.334,-1.211,0
"2023-02-09 00:00:00",6926,13.86,9.18,1.604,71.86,1032,1.54,144.7,31.36,4.64,0,0,0,6.108,0,0,6.108,0.006,0,0.006,5.932,0,5.932,149.1,2.87,151,12.44,2.87,0.786,4.71,0.083,0.296,0.89,334.1,3.98,-1.432,0
"2023-02-09 01:00:00",6927,13.86,8.36,1.411,71.97,1032,1.528,152,51.98,4.81,0,0,0,6.158,0,0,6.158,0.006,0,0.006,5.979,0,5.979,148.3,2.872,160.5,18.1,2.872,0.892,5.28,0.102,0.357,1.63,334,3.732,-1.617,0
"2023-02-09 02:00:00",6928,13.87,7.663,0.711,75.23,1032,1.764,172.5,67.65,6.7,0,0,0,6.059,0,0,6.059,0.006,0,0.006,5.88,0,5.88,143,3.345,168.8,25.42,3.345,1.252,6.13,-0.016,0.481,1.53,333.4,2.847,-2.224,0
"2023-02-09 03:00:00",6929,13.87,7.104,0.533,75.89,1032,1.437,156,73.73,5.21,0,0,0,6.121,0,0,6.121,0.006,0,0.006,5.939,0,5.939,134.8,3.079,164.8,19.31,3.079,1.045,6.26,0.08,0.389,1.45,333.4,2.746,-2.47,0
"2023-02-09 04:00:00",6930,13.87,6.685,0.133,77.98,1032,1.358,151.1,63.53,4.37,0,0,0,6.057,0,0,6.057,0.006,0,0.006,5.875,0,5.875,125,2.765,162.6,18.18,2.765,0.973,5.65,0.082,0.37,1.4,333.1,2.315,-2.878,0
"2023-02-09 05:00:00",6931,13.91,6.232,-0.288,78.45,1032,1.339,147.5,45.3,4.65,0,0,0,6.056,0,0,6.056,0.006,0,0.006,5.872,0,5.872,114.6,2.43,156.2,19.5,2.423,1.234,5.45,0.11,0.334,1.51,332.7,1.688,-3.635,0
"2023-02-09 06:00:00",6932,13.91,5.818,-0.724,81.9,1033,1.286,151.6,42.08,3.78,0,0,0,5.934,0,0,5.934,0.006,0,0.006,5.751,0,5.751,104.1,2.431,153.8,17.79,2.431,1.137,5.13,0.083,0.339,1.14,332.5,1.268,-3.48,0
"2023-02-09 07:00:00",6933,13.92,5.43,-0.829,83,1033,1.661,146.7,44.17,3.74,0,0.629,0.0006291458,6.447,0,0,6.447,0.006,0,0.006,7.549,5.273,7.467,93.6,3.128,157.7,19.5,3.128,0.963,5.13,0.053,0.396,1.57,332.2,0.866,-3.939,0
"2023-02-09 08:00:00",6934,13.94,5.27,-0.597,80.5,1033,1.522,143.5,41.92,3.75,0,57.9,0.05790145,49.77,98.8,16.2,33.57,0.05,0.099,0.034,48.84,109.8,31.16,83.9,3.026,155.3,15.44,3.026,0.893,5.29,0.104,0.367,1.31,332,0.462,-2.405,0
"2023-02-09 09:00:00",6935,13.94,5.291,1.248,71.95,1034,1.406,157.9,59.44,4.25,0,215.3,0.215315,177.7,395.9,103.5,74.27,0.178,0.396,0.074,171.3,407.9,64.84,75.19,2.336,162,23.72,2.336,0.959,4.37,0.053,0.362,1.23,331.7,-0.061,-0.979,0
"2023-02-09 10:00:00",6936,13.93,5.964,2.882,64.9,1034,1.66,146.2,48.71,4.31,0,365.5,0.3654896,358.3,662.8,249.5,108.8,0.358,0.663,0.109,348.2,680,92.1,67.93,2.932,157.7,17.58,2.932,1.032,5.38,0.121,0.369,1.36,332.3,1.065,1.973,0
"2023-02-09 11:00:00",6937,13.87,8.32,5.733,45.85,1034,1.235,144.9,48.49,4.15,0,496.5,0.496527,477.1,641.3,292.2,184.9,0.477,0.641,0.185,467.2,662.4,165.3,62.72,2.462,150.9,22.02,2.462,0.923,5.17,0.052,0.344,1.09,333.2,2.461,3.319,0
"2023-02-09 12:00:00",6938,13.79,12.29,7.382,40.27,1033,0.899,202.6,88.4,2.72,0,531.1,0.531089,507.8,588.9,292.9,214.9,0.508,0.589,0.215,499.1,611.4,194.9,60.16,1.337,188.4,72.39,1.337,0.616,3.07,0.009,0.329,1.48,333.4,2.866,5.127,0
"2023-02-09 13:00:00",6939,13.7,16.06,8.54,38.42,1033,0.83,130.5,97.4,2.74,0,467.1,0.4671308,446.5,550,268.6,177.8,0.446,0.55,0.178,439,572.3,159.5,60.61,1.026,95.2,91.3,1.026,0.6,3.81,-0.033,0.3,0.86,334.3,4.328,5.965,0
"2023-02-09 14:00:00",6940,13.64,19.37,10.21,38.02,1032,0.94,294,82.5,3.12,0,438.2,0.4382396,430.4,715.9,314.3,116,0.43,0.716,0.116,422.4,740.3,97.4,63.98,1.236,145.7,94.9,1.229,0.741,3.58,-0.016,0.331,0.92,335.9,7.01,8.18,0
"2023-02-09 15:00:00",6941,13.59,21.93,10.44,37.13,1031,1.875,338.8,77.31,6.04,0,349.7,0.34966,348.3,656,227.1,121.3,0.348,0.656,0.121,339.8,678.7,104.9,69.85,2.458,301.9,79.6,2.458,1.385,8.04,-0.118,0.489,1.09,337.1,8.98,6.86,0
"2023-02-09 16:00:00",6942,13.61,21.52,8.98,40.45,1031,2.584,332.5,37.63,5.76,0,125.7,0.1257063,121.4,175.7,39.34,82.1,0.121,0.176,0.082,118.2,189.1,76.1,77.59,3.427,309.1,21.93,3.427,1.45,7.59,-0.061,0.519,1.68,337.8,10.09,5.438,0
"2023-02-09 17:00:00",6943,13.64,18.99,7.861,44.26,1032,2.75,347.5,35.74,7.5,0,22.37,0.02237406,25.3,2.099,0.175,25.12,0.025,0.002,0.025,25.98,12.32,25.53,86.5,3.142,322.8,27.71,3.142,1.371,7.06,-0.201,0.563,1.91,337.9,10.33,4.514,0
"2023-02-09 18:00:00",6944,13.68,16.63,6.75,51.05,1033,1.982,6.377,34.53,6.36,0,0,0,6.575,0,0,6.575,0.007,0,0.007,6.412,0,6.412,96.6,2.605,346.4,23.47,2.605,0.963,5.68,-0.209,0.549,1.29,337.5,9.69,3.472,0
"2023-02-09 19:00:00",6945,13.74,15.12,6.093,53.61,1033,1.873,3.911,37.77,5.6,0,0,0,6.306,0,0,6.306,0.006,0,0.006,6.146,0,6.146,107.1,2.507,344.4,26.16,2.507,0.976,5.07,-0.225,0.59,1.86,337.3,9.31,3.216,0
"2023-02-09 20:00:00",6946,13.74,14.05,5.315,56.55,1034,1.186,345.7,54.29,4.37,0,0,0,6.273,0,0,6.273,0.006,0,0.006,6.11,0,6.11,117.6,1.503,331.9,38.37,1.499,1.025,5.18,-0.113,0.333,0.65,336.9,8.64,1.172,0
"2023-02-09 21:00:00",6947,13.75,12.9,3.292,64.68,1034,0.736,341.9,50.59,2.74,0,0,0,6.285,0,0,6.285,0.006,0,0.006,6.112,0,6.112,127.9,0.973,322.3,35.18,0.973,0.487,2.67,-0.038,0.18,0.56,335.6,6.419,0.148,0
"2023-02-09 22:00:00",6948,13.8,11.63,2.984,66.41,1035,0.53,146.8,62.71,1.99,0,0,0,6.152,0,0,6.152,0.006,0,0.006,5.981,0,5.981,137.2,0.842,153.1,52.63,0.84,0.499,2.33,-0.002,0.158,0.5,335.4,6.154,-0.066,0
"2023-02-09 23:00:00",6949,13.82,10.54,2.402,65.93,1036,0.76,129.3,43.35,2.42,0,0,0,6.18,0,0,6.18,0.006,0,0.006,6.006,0,6.006,144.7,1.27,129.5,40.6,1.27,0.576,3.21,0.025,0.213,0.9,334.8,5.119,-0.834,0
"2023-02-10 00:00:00",6950,13.85,9.67,1.693,69.24,1036,0.715,120,47.17,1.94,0,0,0,6.181,0,0,6.181,0.006,0,0.006,6.003,0,6.003,148.8,1.116,117.1,43.75,1.116,0.404,2.24,0.011,0.198,0.6,334.4,4.533,-1.502,0
"2023-02-10 01:00:00",6951,13.85,8.88,1.363,71.61,1036,0.893,114.8,25.24,1.74,0,0,0,6.198,0,0,6.198,0.006,0,0.006,6.017,0,6.017,148,1.326,104.5,19.69,1.326,0.458,2.55,-0.021,0.194,0.59,334.1,4.021,-1.927,0
"2023-02-10 02:00:00",6952,13.86,8.17,0.687,73.74,1036,0.71,115.9,54.22,1.88,0,0,0,6.125,0,0,6.125,0.006,0,0.006,5.944,0,5.944,142.7,1.004,99.4,33.65,1.004,0.42,2.55,0.012,0.17,0.6,333.9,3.629,-2.395,0
"2023-02-10 03:00:00",6953,13.86,7.558,0.185,76.8,1036,0.699,111.3,72.18,2.28,0,0,0,6.185,0,0,6.185,0.006,0,0.006,6,0,6,134.5,0.987,111.8,73.65,0.984,0.526,2.64,0,0.184,0.69,333.5,2.981,-3.256,0
"2023-02-10 04:00:00",6954,13.87,7.015,-0.405,79.13,1036,0.532,137.9,60.13,1.53,0,0,0,6.014,0,0,6.014,0.006,0,0.006,5.831,0,5.831,124.8,0.721,132.1,59.04,0.719,0.378,2.32,-0.01,0.164,0.58,333.2,2.41,-3.798,0
"2023-02-10 05:00:00",6955,13.88,6.461,-0.77,81.3,1036,0.633,110,57.45,1.68,0,0,0,6.101,0,0,6.101,0.006,0,0.006,5.914,0,5.914,114.4,0.855,109.3,56.34,0.853,0.443,2.08,-0.004,0.16,0.67,332.8,1.87,-3.595,0
"2023-02-10 06:00:00",6956,13.9,5.942,-0.858,80.3,1037,0.844,151,44.16,2.41,0,0,0,6.074,0,0,6.074,0.006,0,0.006,5.887,0,5.887,103.8,1.16,158.4,42.01,1.157,0.611,3.11,0.006,0.193,0.72,332.6,1.455,-4.058,0
"2023-02-10 07:00:00",6957,13.91,5.472,-1.005,81,1037,0.829,152.4,46.91,2.77,0,0.741,0.0007408383,6.615,0,0,6.615,0.007,0,0.007,7.812,6.021,7.725,93.4,1.462,152.8,22.58,1.462,0.65,3.81,0.082,0.251,1.04,332.4,1.177,-3.95,0
"2023-02-10 08:00:00",6958,13.94,5.238,-0.467,77.44,1037,1.515,145.1,37.19,3.72,0,62.95,0.06295076,53.99,120.5,20.03,33.96,0.054,0.121,0.034,52.84,132,31.16,83.6,2.681,152.8,14.14,2.681,0.866,4.79,0.101,0.334,1.23,332,0.492,-2.72,0
"2023-02-10 09:00:00",6959,13.94,5.22,1.094,71.44,1038,1.655,151.8,63.37,5.25,0,221.5,0.2214978,187.9,438.7,116.4,71.5,0.188,0.439,0.072,181.1,450.9,61.52,74.93,3.151,166,20.42,3.151,1.083,5.4,0.082,0.419,1.7,331.8,0.111,-1.246,0
"2023-02-10 10:00:00",6960,13.92,5.847,2.976,62.02,1038,1.819,151.3,39.21,4.69,0,363.6,0.363621,357.6,698.4,266.2,91.4,0.358,0.698,0.091,347.5,715.8,74.7,67.64,3.022,156.6,15.67,3.022,0.946,5.13,0.112,0.38,1.25,332.5,1.268,1.179,0
"2023-02-10 11:00:00",6961,13.86,8.09,5.161,50.26,1038,1.413,181.7,71.11,4.53,0,465.4,0.4653734,454.1,756.8,350.4,103.7,0.454,0.757,0.104,444.6,777.7,84.5,62.41,2.595,172.4,30.36,2.595,1.075,5.82,-0.059,0.432,1.13,333.4,2.775,2.747,0
"2023-02-10 12:00:00",6962,13.8,11.44,7.187,42.75,1038,1.035,231.2,76.11,3.25,0,511.8,0.5117788,495.7,766.5,385.1,110.6,0.496,0.767,0.111,487.2,789.7,90.5,59.84,1.492,189.4,71.99,1.492,0.875,5.46,0.005,0.412,1.29,333.9,3.696,4.198,0
"2023-02-10 13:00:00",6963,13.72,15.51,8.28,40.31,1037,1.399,274.7,52.11,4.45,0,506.6,0.5065921,490,767.7,380.6,109.4,0.49,0.768,0.109,481.8,791.7,89.3,60.29,1.555,268.2,47.15,1.551,0.932,4.73,-0.083,0.335,0.99,334.5,4.56,4.385,0
"2023-02-10 14:00:00",6964,13.64,18.85,8.45,41.06,1037,2.007,321.9,51.58,4.89,0,443,0.4429705,432.5,733.9,325.8,106.6,0.432,0.734,0.107,424,757,87.9,63.68,2.535,300.3,33.86,2.535,1.069,6.05,-0.158,0.466,1.75,335.8,6.753,6.234,0
"2023-02-10 15:00:00",6965,13.63,19.92,8.98,43.52,1036,2.151,340.1,42.95,5.56,0,324.9,0.3248884,327.7,647.2,227.2,100.5,0.328,0.647,0.1,319.3,668.3,84.7,69.57,3.178,312.7,23.21,3.178,1.17,5.95,-0.175,0.476,1.3,336.8,8.4,6.017,0
"2023-02-10 16:00:00",6966,13.63,20.04,8.66,45.8,1036,1.968,340.6,41.84,5.52,0,169.7,0.1696828,182,459.8,104.9,77.09,0.182,0.46,0.077,176.9,483.1,67.06,77.33,2.723,310.8,26.26,2.723,1.134,6.01,-0.182,0.465,1.35,337,8.86,5.1,0
"2023-02-10 17:00:00",6967,13.64,18.97,6.692,54.42,1036,2.101,351.3,37.19,5.52,0,16.59,0.01658922,21.18,2.344,0.201,20.98,0.021,0.002,0.021,22.21,13.5,21.73,86.3,2.51,324.8,28.53,2.51,0.98,5.45,-0.165,0.553,1.17,337.4,9.43,3.747,0
"2023-02-10 18:00:00",6968,13.7,16.36,5.228,59.44,1037,1.102,342.5,45.29,3.77,0,0,0,6.861,0,0,6.861,0.007,0,0.007,6.683,0,6.683,96.4,1.187,329,50.45,1.187,0.662,3.11,-0.055,0.259,0.78,336.9,8.69,1.747,0
"2023-02-10 19:00:00",6969,13.74,14.28,3.717,64.54,1037,0.446,133.5,78.06,1.37,0,0,0,6.282,0,0,6.282,0.006,0,0.006,6.111,0,6.111,106.9,0.587,113.8,85.6,0.584,0.266,1.49,0.021,0.151,0.52,336.2,7.497,0.814,0
"2023-02-10 20:00:00",6970,13.74,12.62,3.163,63.34,1037,0.96,114.7,28.27,2.44,0,0,0,6.286,0,0,6.286,0.006,0,0.006,6.112,0,6.112,117.4,1.746,103.5,27.39,1.746,0.611,3.67,0.009,0.253,0.85,335.3,5.912,0.001,0
"2023-02-10 21:00:00",6971,13.81,11.3,2.624,64.27,1038,0.748,152,57.84,2.56,0,0,0,6.128,0,0,6.128,0.006,0,0.006,5.956,0,5.956,127.6,1.202,144.2,57.7,1.202,0.601,2.67,-0.027,0.213,0.76,334.9,5.319,-0.764,0
"2023-02-10 22:00:00",6972,13.81,10.27,2.192,67.15,1038,0.778,142.5,33.02,2.12,0,0,0,6.165,0,0,6.165,0.006,0,0.006,5.989,0,5.989,137,1.151,139.5,25.25,1.145,0.517,2.4,0.051,0.189,0.64,334.6,4.764,-0.915,0
"2023-02-10 23:00:00",6973,13.84,9.47,1.886,69.18,1038,0.919,137,29.94,2.96,0,0,0,6.167,0,0,6.167,0.006,0,0.006,5.99,0,5.99,144.4,1.571,133,25.56,1.571,0.95,4.55,0.072,0.259,1.12,334.4,4.543,-0.91,0
"2023-02-11 00:00:00",6974,13.85,8.75,1.765,67.59,1038,1.319,130.8,24.66,3.72,0,0,0,6.124,0,0,6.124,0.006,0,0.006,5.948,0,5.948,148.5,2.098,131.1,20.64,2.098,0.881,4.37,0.061,0.357,1.27,334.2,4.15,-1.641,0
"2023-02-11 01:00:00",6975,13.85,8.13,1.076,71.59,1038,1.182,140.2,43.58,3.66,0,0,0,6.163,0,0,6.163,0.006,0,0.006,5.982,0,5.982,147.7,2.357,151.3,19.71,2.357,0.856,5.25,0.067,0.307,0.87,333.8,3.44,-2.038,0
"2023-02-11 02:00:00",6976,13.86,7.507,0.628,75.56,1037,1.619,155.9,49.96,4.96,0,0,0,6.111,0,0,6.111,0.006,0,0.006,5.93,0,5.93,142.4,2.961,163.2,17.3,2.961,0.954,5.2,0.082,0.37,1.49,333.4,2.794,-2.446,0
"2023-02-11 03:00:00",6977,13.86,6.807,0.261,77.15,1037,1.901,158.2,43.77,4.7,0,0,0,5.989,0,0,5.989,0.006,0,0.006,5.81,0,5.81,134.3,3.279,157.5,14.9,3.279,0.996,5.71,0.12,0.391,1.31,333.1,2.34,-2.748,0
"2023-02-11 04:00:00",6978,13.9,6.292,0.168,74.42,1037,1.851,149.7,46.3,5.07,0,0,0,6.131,0,0,6.131,0.006,0,0.006,5.947,0,5.947,124.6,3.243,155.7,20.87,3.243,1.14,6.21,0.12,0.401,1.31,333,2.181,-3.047,0
"2023-02-11 05:00:00",6979,13.91,5.882,-0.351,80.1,1036,2.036,157.8,54.42,5.76,0,0,0,6.066,0,0,6.066,0.006,0,0.006,5.882,0,5.882,114.2,3.456,161.7,17.95,3.456,1.332,6.86,0.181,0.463,1.75,332.6,1.422,-3.433,0
"2023-02-11 06:00:00",6980,13.9,5.455,-0.429,78.84,1036,1.727,148.1,48.45,4.63,0,0,0,6.111,0,0,6.111,0.006,0,0.006,5.924,0,5.924,103.6,3.154,159.3,17.55,3.154,1.084,5.86,0.136,0.396,1.46,332.6,1.445,-3.289,0
"2023-02-11 07:00:00",6981,13.91,5.204,-0.484,77.12,1036,1.828,149.7,40.9,5.58,0,0.792,0.0007924722,6.569,0,0,6.569,0.007,0,0.007,7.775,8.2,7.652,93.1,3.408,158.1,16.91,3.408,1.103,5.88,0.141,0.38,1.41,332.5,1.256,-3.972,0
"2023-02-11 08:00:00",6982,13.94,5.054,-0.687,77.68,1036,1.518,154,63.11,4.81,0,65.13,0.06513193,56.62,135.5,22.81,33.81,0.057,0.136,0.034,55.27,146.8,30.74,83.4,2.949,158.6,19.41,2.949,0.967,5.67,0.125,0.409,1.31,331.9,0.268,-2.351,0
"2023-02-11 09:00:00",6983,13.94,5.109,1.335,70.74,1037,1.664,134.2,65.4,5.49,0,224.9,0.2248674,196.3,463.5,125,71.24,0.196,0.463,0.071,189.2,476,60.83,74.66,3.709,160.9,16.71,3.709,1.177,6.65,0.106,0.404,1.41,332,0.438,-0.681,0
"2023-02-11 10:00:00",6984,13.94,5.829,2.644,65.33,1037,2.053,155,46.68,6.1,0,367,0.3670338,358.3,685.3,264.5,93.8,0.358,0.685,0.094,348.3,702.6,77.1,67.35,3.706,158.5,17.65,3.706,1.285,7.06,0.162,0.421,1.59,332.4,1.195,0.603,0
"2023-02-11 11:00:00",6985,13.88,7.953,4.948,54.48,1037,1.781,145.1,49.31,5.69,0,496.5,0.4965494,477,737.1,344.3,132.8,0.477,0.737,0.133,467.1,758,113,62.1,3.555,157.3,16.25,3.555,1.133,6.3,0.12,0.405,1.64,333.5,2.98,2.967,0
"2023-02-11 12:00:00",6986,13.81,11.23,6.901,48.41,1037,1.499,156,72.79,5.86,0,515.2,0.5152466,495.4,751.5,381.4,114,0.495,0.752,0.114,487,774.5,93.9,59.52,3.126,163.8,26.36,3.126,1.187,6.65,0.064,0.445,2.23,334.6,4.843,4.885,0
"2023-02-11 13:00:00",6987,13.74,14.85,9.12,41.12,1036,1.134,220.2,86.3,3.77,0,516.2,0.5162476,499.4,792.7,396.9,102.5,0.499,0.793,0.102,491.6,817,82.3,59.96,1.808,167.5,45.48,1.808,0.931,5.28,-0.015,0.426,1.26,335.6,6.496,6.912,0
"2023-02-11 14:00:00",6988,13.64,18.59,10.79,37.5,1035,0.895,156.8,88.6,3.06,0,449.9,0.4498535,443.7,765.4,343.5,100.2,0.444,0.765,0.1,436,790.6,81.2,63.37,1.435,158.5,47.45,1.427,0.783,3.93,0.012,0.324,0.97,336.6,8.16,8.55,0
"2023-02-11 15:00:00",6989,13.6,21.89,11.84,36.41,1034,0.928,240.2,68.65,2.41,0,328.9,0.3288707,335.8,676.8,240.5,95.2,0.336,0.677,0.095,328.1,700.3,79.21,69.28,0.933,203.4,87.9,0.931,0.522,2.6,0.002,0.3,0.71,337.3,9.25,9.05,0
"2023-02-11 16:00:00",6990,13.56,23.78,10.99,37.44,1034,1.501,284.6,38.75,3.46,0,180.8,0.1808242,196.2,533.1,122.6,73.66,0.196,0.533,0.074,191,558.9,62.95,77.07,1.52,278.5,30.74,1.52,0.646,3.26,-0.014,0.277,1.01,337.6,9.87,6.972,0
"2023-02-11 17:00:00",6991,13.56,23.01,8.09,43.25,1034,0.958,342,41.12,3.33,0,15.13,0.01512506,20.35,2.715,0.238,20.12,0.02,0.003,0.02,21.49,15.74,20.96,86,1.522,308.3,20.41,1.522,0.742,3.39,-0.058,0.21,0.5,338,10.44,3.822,0
"2023-02-11 18:00:00",6992,13.63,19.34,5.992,51.87,1034,0.3,109.7,76.59,0.91,0,0,0,7.184,0,0,7.184,0.007,0,0.007,7.002,0,7.002,96.2,0.359,117.8,91.5,0.355,0.185,0.94,-0.022,0.11,0.34,337.6,9.77,2.581,0
"2023-02-11 19:00:00",6993,13.69,16.48,5.166,57.35,1035,0.843,103.7,38.79,2.13,0,0,0,6.322,0,0,6.322,0.006,0,0.006,6.157,0,6.157,106.6,1.445,94.5,32.87,1.445,0.517,2.6,-0.012,0.167,0.63,337,8.81,2.409,0
"2023-02-11 20:00:00",6994,13.74,14.46,4.695,57.85,1035,1.134,138.6,25.35,2.92,0,0,0,6.334,0,0,6.334,0.006,0,0.006,6.166,0,6.166,117.2,1.684,131.9,22.88,1.684,0.639,4.18,0.057,0.251,1.21,336.5,8.04,1.438,0
"2023-02-11 21:00:00",6995,13.75,12.89,3.939,59.47,1035,1.15,142.3,34.08,3.62,0,0,0,6.225,0,0,6.225,0.006,0,0.006,6.057,0,6.057,127.4,1.943,139.1,28.02,1.937,0.737,4.41,0.085,0.292,1.19,335.8,6.811,0.713,0
"2023-02-11 22:00:00",6996,13.78,11.6,3.366,62.11,1035,1.521,153.8,39.97,4.32,0,0,0,6.199,0,0,6.199,0.006,0,0.006,6.028,0,6.028,136.7,2.48,157.9,18.63,2.48,0.903,5.34,0.103,0.349,1.42,335.3,5.898,0.547,0
"2023-02-11 23:00:00",6997,13.81,10.48,3.258,63.42,1035,1.61,155.5,41.13,4.7,0,0,0,6.225,0,0,6.225,0.006,0,0.006,6.053,0,6.053,144.1,2.988,157.5,17.65,2.988,1.039,5.86,0.146,0.397,1.27,335.2,5.793,0.803,0
"2023-02-12 00:00:00",6998,13.84,9.69,2.943,61.99,1035,1.343,148.1,43.42,4.25,0,0,0,6.164,0,0,6.164,0.006,0,0.006,5.993,0,5.993,148.1,2.479,151.8,16.87,2.479,0.973,6.12,0.144,0.344,1.34,334.9,5.356,-0.453,0
"2023-02-12 01:00:00",6999,13.85,9.08,2.158,66.77,1035,1.397,135.1,45.5,4.82,0,0,0,6.058,0,0,6.058,0.006,0,0.006,5.886,0,5.886,147.4,2.659,146.4,25.02,2.659,1.058,6.21,0.101,0.393,1.24,334.4,4.507,-0.857,0
